1405|"563477"|"545793"|"33796826"
1405|"563478"|"545793"|"33795831"
1405|"563479"|"545793"|"33795830"
1405|"563480"|"545793"|"33795829"
1405|"563481"|"545793"|"33795828"
1405|"563482"|"545793"|"33795827"
1405|"563483"|"545793"|"33795826"
340|"563477"|"545800"|"33795861"
340|"563478"|"545800"|"33795860"
340|"563479"|"545800"|"33795859"
340|"563480"|"545800"|"33795858"
340|"563481"|"545800"|"33795857"
340|"563482"|"545800"|"33795856"
340|"563483"|"545800"|"33796831"
355|"563477"|"545801"|"33796832"
355|"563478"|"545801"|"33795867"
355|"563479"|"545801"|"33795866"
355|"563480"|"545801"|"33795865"
355|"563481"|"545801"|"33795864"
355|"563482"|"545801"|"33795863"
355|"563483"|"545801"|"33795862"
687|"563477"|"545803"|"33795875"
687|"563478"|"545803"|"33795874"
687|"563479"|"545803"|"33796834"
687|"563480"|"545803"|"33795879"
687|"563481"|"545803"|"33795878"
687|"563482"|"545803"|"33795877"
687|"563483"|"545803"|"33795876"
1141|"563477"|"545805"|"33795887"
1141|"563478"|"545805"|"33795886"
1141|"563479"|"545805"|"33796836"
1141|"563480"|"545805"|"33795891"
1141|"563481"|"545805"|"33795890"
1141|"563482"|"545805"|"33795889"
1141|"563483"|"545805"|"33795888"
4157|"563477"|"545806"|"33795893"
4157|"563478"|"545806"|"33795892"
4157|"563479"|"545806"|"33796837"
4157|"563480"|"545806"|"33795897"
4157|"563481"|"545806"|"33795896"
4157|"563482"|"545806"|"33795895"
4157|"563483"|"545806"|"33795894"
2115|"563477"|"545807"|"33795899"
2115|"563478"|"545807"|"33795898"
2115|"563479"|"545807"|"33796838"
2115|"563480"|"545807"|"33795903"
2115|"563481"|"545807"|"33795902"
2115|"563482"|"545807"|"33795901"
2115|"563483"|"545807"|"33795900"
507|"563477"|"545811"|"33795923"
507|"563478"|"545811"|"33795922"
507|"563479"|"545811"|"33796842"
507|"563480"|"545811"|"33795927"
507|"563481"|"545811"|"33795926"
507|"563482"|"545811"|"33795925"
507|"563483"|"545811"|"33795924"
638|"563477"|"545812"|"33795929"
638|"563478"|"545812"|"33795928"
638|"563479"|"545812"|"33796843"
638|"563480"|"545812"|"33795933"
638|"563481"|"545812"|"33795932"
638|"563482"|"545812"|"33795931"
638|"563483"|"545812"|"33795930"
1176|"563477"|"545813"|"33795935"
1176|"563478"|"545813"|"33795934"
1176|"563479"|"545813"|"33796844"
1176|"563480"|"545813"|"33795939"
1176|"563481"|"545813"|"33795938"
1176|"563482"|"545813"|"33795937"
1176|"563483"|"545813"|"33795936"
2062|"563477"|"545814"|"33795941"
2062|"563478"|"545814"|"33795940"
2062|"563479"|"545814"|"33796845"
2062|"563480"|"545814"|"33795945"
2062|"563481"|"545814"|"33795944"
2062|"563482"|"545814"|"33795943"
2062|"563483"|"545814"|"33795942"
5086|"563477"|"545815"|"33795951"
5086|"563478"|"545815"|"33795950"
5086|"563479"|"545815"|"33795949"
5086|"563480"|"545815"|"33795948"
5086|"563481"|"545815"|"33795947"
5086|"563482"|"545815"|"33795946"
5086|"563483"|"545815"|"33796846"
307|"563477"|"545816"|"33795957"
307|"563478"|"545816"|"33795956"
307|"563479"|"545816"|"33795955"
307|"563480"|"545816"|"33795954"
307|"563481"|"545816"|"33795953"
307|"563482"|"545816"|"33795952"
307|"563483"|"545816"|"33796847"
670|"563477"|"545817"|"33795959"
670|"563478"|"545817"|"33795958"
670|"563479"|"545817"|"33796848"
670|"563480"|"545817"|"33795963"
670|"563481"|"545817"|"33795962"
670|"563482"|"545817"|"33795961"
670|"563483"|"545817"|"33795960"
18847|"563477"|"545818"|"33795965"
18847|"563478"|"545818"|"33795964"
18847|"563479"|"545818"|"33796849"
18847|"563480"|"545818"|"33795969"
18847|"563481"|"545818"|"33795968"
18847|"563482"|"545818"|"33795967"
18847|"563483"|"545818"|"33795966"
8623|"563477"|"545819"|"33795971"
8623|"563478"|"545819"|"33795970"
8623|"563479"|"545819"|"33796850"
8623|"563480"|"545819"|"33795975"
8623|"563481"|"545819"|"33795974"
8623|"563482"|"545819"|"33795973"
8623|"563483"|"545819"|"33795972"
144|"563477"|"545820"|"33795977"
144|"563478"|"545820"|"33795976"
144|"563479"|"545820"|"33796851"
144|"563480"|"545820"|"33795981"
144|"563481"|"545820"|"33795980"
144|"563482"|"545820"|"33795979"
144|"563483"|"545820"|"33795978"
518|"563477"|"545821"|"33795983"
518|"563478"|"545821"|"33795982"
518|"563479"|"545821"|"33796852"
518|"563480"|"545821"|"33795987"
518|"563481"|"545821"|"33795986"
518|"563482"|"545821"|"33795985"
518|"563483"|"545821"|"33795984"
238|"563477"|"545822"|"33795988"
238|"563478"|"545822"|"33796853"
238|"563479"|"545822"|"33795993"
238|"563480"|"545822"|"33795992"
238|"563481"|"545822"|"33795991"
238|"563482"|"545822"|"33795990"
238|"563483"|"545822"|"33795989"
545|"563477"|"545823"|"33795995"
545|"563478"|"545823"|"33795994"
545|"563479"|"545823"|"33796854"
545|"563480"|"545823"|"33795999"
545|"563481"|"545823"|"33795998"
545|"563482"|"545823"|"33795997"
545|"563483"|"545823"|"33795996"
130|"563477"|"545824"|"33796001"
130|"563478"|"545824"|"33796000"
130|"563479"|"545824"|"33796855"
130|"563480"|"545824"|"33796005"
130|"563481"|"545824"|"33796004"
130|"563482"|"545824"|"33796003"
130|"563483"|"545824"|"33796002"
9805|"563477"|"545829"|"33796264"
9805|"563478"|"545829"|"33796899"
