"GM"|No |"73895321"|"137062391"
"GP-GM"|No |"73895321"|"137062392"
"SM"|No |"73895321"|"137062393"
"SP-SM"|Yes|"73895321"|"137062394"
"ML"|No |"73895320"|"137062389"
"SM"|Yes|"73895320"|"137062390"
"CL"|Yes|"73895002"|"137061793"
"SC-SM"|Yes|"73895003"|"137061794"
"CL"|No |"73895001"|"137061791"
"ML"|Yes|"73895001"|"137061792"
"SM"|No |"73895004"|"137061795"
"SC-SM"|Yes|"73895004"|"137061796"
"SM"|No |"73895005"|"137061797"
"SC-SM"|Yes|"73895005"|"137061798"
"ML"|Yes|"73895006"|"137061799"
"CH"|Yes|"73895008"|"137061801"
"SC-SM"|No |"73895009"|"137061802"
"SC"|Yes|"73895009"|"137061803"
"MH"|Yes|"73895007"|"137061800"
"ML"|No |"73895011"|"137061807"
"SM"|Yes|"73895011"|"137061808"
"SC-SM"|Yes|"73895012"|"137061809"
"GP"|No |"73895010"|"137061804"
"SP-SM"|No |"73895010"|"137061805"
"SP"|Yes|"73895010"|"137061806"
"SP-SM"|No |"73895015"|"137061812"
"SW"|Yes|"73895015"|"137061813"
"SM"|Yes|"73895014"|"137061811"
"SM"|Yes|"73895016"|"137061814"
"SM"|Yes|"73895013"|"137061810"
"ML"|Yes|"73895017"|"137061815"
"SC-SM"|No |"73895017"|"137061816"
"SC-SM"|Yes|"73895019"|"137061819"
"CL"|Yes|"73895018"|"137061817"
"SC"|No |"73895018"|"137061818"
"SC"|Yes|"73895021"|"137061822"
"CL"|No |"73895020"|"137061820"
"SC"|Yes|"73895020"|"137061821"
"SC-SM"|Yes|"73895023"|"137061824"
"CL"|Yes|"73895022"|"137061823"
"CL"|Yes|"73895024"|"137061825"
"CH"|No |"73895323"|"137062400"
"CL"|No |"73895323"|"137062401"
"ML"|No |"73895323"|"137062402"
"MH"|Yes|"73895323"|"137062403"
"SM"|No |"73895324"|"137062404"
"ML"|No |"73895324"|"137062405"
"SC"|No |"73895324"|"137062406"
"CL"|Yes|"73895324"|"137062407"
"SC-SM"|No |"73895324"|"137062408"
"ML"|Yes|"73895322"|"137062395"
"SC-SM"|No |"73895322"|"137062396"
"SM"|No |"73895322"|"137062397"
"CL"|No |"73895322"|"137062398"
"SC"|No |"73895322"|"137062399"
"CL"|No |"73895325"|"137062409"
"GC"|No |"73895325"|"137062410"
"SC"|Yes|"73895325"|"137062411"
"CH"|No |"73894334"|"137060435"
"ML"|No |"73894334"|"137060436"
"MH"|Yes|"73894334"|"137060437"
"CL"|Yes|"73894334"|"137060438"
"SM"|No |"73894335"|"137060439"
"ML"|No |"73894335"|"137060440"
"SC"|No |"73894335"|"137060441"
"CL"|No |"73894335"|"137060442"
"SC-SM"|No |"73894335"|"137060443"
"CL"|No |"73894336"|"137060444"
"GC"|No |"73894336"|"137060445"
"SC"|Yes|"73894336"|"137060446"
"ML"|Yes|"73894333"|"137060430"
"SC-SM"|No |"73894333"|"137060431"
"SM"|No |"73894333"|"137060432"
"CL"|No |"73894333"|"137060433"
"SC"|No |"73894333"|"137060434"
"ML"|No |"73895824"|"137063365"
"SM"|Yes|"73895824"|"137063366"
"SC-SM"|No |"73895824"|"137063367"
"SC"|Yes|"73895825"|"137063368"
"CL"|Yes|"73895829"|"137063375"
"SC"|No |"73895829"|"137063376"
"SC-SM"|No |"73895829"|"137063377"
"SC"|No |"73895830"|"137063378"
"CL"|Yes|"73895830"|"137063379"
"ML"|No |"73895828"|"137063371"
"SM"|No |"73895828"|"137063372"
"CL"|Yes|"73895828"|"137063373"
"SC-SM"|No |"73895828"|"137063374"
"SM"|No |"73895827"|"137063369"
"SC"|Yes|"73895827"|"137063370"
"SC"|Yes|"73895833"|"137063384"
"SC"|Yes|"73895831"|"137063380"
"SC-SM"|No |"73895831"|"137063381"
"SC-SM"|No |"73895832"|"137063382"
"SM"|Yes|"73895832"|"137063383"
"SC-SM"|No |"73895834"|"137063385"
"SM"|Yes|"73895834"|"137063386"
"SC"|Yes|"73895835"|"137063387"
"SC-SM"|No |"73895838"|"137063391"
"CL-ML"|No |"73895838"|"137063392"
"SM"|No |"73895838"|"137063393"
"SC"|Yes|"73895838"|"137063394"
"CL"|No |"73895838"|"137063395"
"SM"|Yes|"73895839"|"137063396"
"OL"|No |"73895839"|"137063397"
"OH"|No |"73895839"|"137063398"
"SC"|Yes|"73895837"|"137063388"
"SC-SM"|No |"73895837"|"137063389"
"SM"|No |"73895837"|"137063390"
"SC"|Yes|"73895842"|"137063401"
"SM"|Yes|"73895841"|"137063400"
"SC"|Yes|"73895840"|"137063399"
"SC"|Yes|"73896191"|"137063997"
"SM"|Yes|"73896189"|"137063995"
"SC"|Yes|"73896190"|"137063996"
"SC"|Yes|"73896193"|"137063998"
"SC-SM"|No |"73896194"|"137063999"
"SM"|Yes|"73896194"|"137064000"
"SC-SM"|No |"73896197"|"137064004"
"SM"|Yes|"73896197"|"137064005"
"SC"|Yes|"73896195"|"137064001"
"SC-SM"|No |"73896195"|"137064002"
"SC"|Yes|"73896196"|"137064003"
"SM"|Yes|"73896199"|"137064006"
"ML"|No |"73896199"|"137064007"
"SC-SM"|No |"73896199"|"137064008"
"SC"|Yes|"73896200"|"137064009"
"SC"|Yes|"73896201"|"137064010"
"SC-SM"|No |"73896201"|"137064011"
"SM"|No |"73896201"|"137064012"
"OL"|No |"73896203"|"137064018"
"OH"|No |"73896203"|"137064019"
"SM"|Yes|"73896203"|"137064020"
"CL-ML"|No |"73896202"|"137064013"
"SM"|No |"73896202"|"137064014"
"SC"|Yes|"73896202"|"137064015"
"CL"|No |"73896202"|"137064016"
"SC-SM"|No |"73896202"|"137064017"
"SC-SM"|No |"73896207"|"137064029"
"CL"|Yes|"73896207"|"137064030"
"SC"|No |"73896207"|"137064031"
"SC"|No |"73896206"|"137064027"
"CL"|Yes|"73896206"|"137064028"
