"Very cobbly"|"152153466"|"44716074"
"Very gravelly"|"152157448"|"44717223"
"Very stony"|"152160764"|"44718316"
"Very cobbly"|"152155928"|"44716691"
"Gravelly"|"152157367"|"44717182"
"Gravelly"|"152156020"|"44716721"
"Extremely gravelly"|"152160638"|"44718264"
"Very stony"|"152154373"|"44716282"
"Gravelly"|"152155864"|"44716657"
"Gravelly"|"152155039"|"44716462"
"Very cobbly"|"152157447"|"44717222"
"Gravelly"|"152160771"|"44718323"
"Cobbly"|"152154419"|"44716315"
"Gravelly"|"152155523"|"44716567"
"Very bouldery"|"152157323"|"44717162"
"Very cobbly"|"152157469"|"44717227"
"Gravelly"|"152161045"|"44718450"
"Gravelly"|"152160095"|"44718105"
"Gravelly"|"152153435"|"44716062"
"Cobbly"|"152158199"|"44717444"
"Gravelly"|"152155052"|"44716474"
"Gravelly"|"152158418"|"44717535"
"Very cobbly"|"152155937"|"44716694"
"Extremely gravelly"|"152158376"|"44717511"
"Stony"|"152159231"|"44717891"
"Gravelly"|"152155904"|"44716675"
"Very stony"|"152161024"|"44718442"
"Extremely gravelly"|"152154514"|"44716328"
"Gravelly"|"152160753"|"44718307"
"Extremely gravelly"|"152155168"|"44716500"
"Extremely gravelly"|"152155926"|"44716689"
"Very cobbly"|"152160768"|"44718320"
"Very stony"|"152158188"|"44717437"
"Cobbly"|"152159221"|"44717885"
"Gravelly"|"152158735"|"44717666"
"Very cobbly"|"152158125"|"44717410"
"Gravelly"|"152153237"|"44715962"
"Gravelly"|"152156351"|"44716829"
"Gravelly"|"152158151"|"44717421"
"Very cobbly"|"152155050"|"44716472"
"Cobbly"|"152158407"|"44717530"
"Very cobbly"|"152154393"|"44716301"
"Gravelly"|"152159611"|"44717985"
"Gravelly"|"152155915"|"44716680"
"Gravelly"|"152153438"|"44716063"
"Gravelly"|"152155020"|"44716454"
"Very stony"|"152154382"|"44716291"
"Gravelly"|"152157216"|"44717120"
"Stony"|"152156362"|"44716834"
"Very cobbly"|"152155074"|"44716486"
"Gravelly"|"152155549"|"44716579"
"Gravelly"|"152161066"|"44718456"
"Very cobbly"|"152158746"|"44717670"
"Gravelly"|"152160749"|"44718305"
"Cobbly"|"152154577"|"44716355"
"Channery"|"152159586"|"44717973"
"Very gravelly"|"152155927"|"44716690"
"Cobbly"|"152153446"|"44716067"
"Very cobbly"|"152158122"|"44717407"
"Very bouldery"|"152161025"|"44718443"
"Gravelly"|"152153425"|"44716057"
"Gravelly"|"152153226"|"44715958"
"Very cobbly"|"152158408"|"44717531"
"Gravelly"|"152157436"|"44717217"
"Very cobbly"|"152160760"|"44718312"
"Gravelly"|"152159177"|"44717864"
"Gravelly"|"152155505"|"44716562"
"Gravelly"|"152154566"|"44716348"
"Gravelly"|"152158158"|"44717425"
"Gravelly"|"152160635"|"44718261"
"Cobbly"|"152155843"|"44716646"
"Gravelly"|"152158739"|"44717667"
"Very stony"|"152158750"|"44717674"
"Stony"|"152153289"|"44715973"
"Very gravelly"|"152159589"|"44717976"
"Gravelly"|"152156355"|"44716830"
"Very stony"|"152154374"|"44716283"
"Gravelly"|"152153447"|"44716068"
"Gravelly"|"152158148"|"44717420"
"Extremely gravelly"|"152157449"|"44717224"
"Gravelly"|"152157267"|"44717138"
"Cobbly"|"152155865"|"44716658"
"Very stony"|"152161012"|"44718432"
"Gravelly"|"152157235"|"44717126"
"Very cobbly"|"152155041"|"44716463"
"Very cobbly"|"152160649"|"44718271"
"Very cobbly"|"152155072"|"44716484"
"Very gravelly"|"152158386"|"44717515"
"Cobbly"|"152157272"|"44717140"
"Gravelly"|"152157900"|"44717328"
"Gravelly"|"152153457"|"44716071"
"Gravelly"|"152157815"|"44717318"
"Cobbly"|"152155863"|"44716656"
"Cobbly"|"152157429"|"44717213"
"Cobbly"|"152155895"|"44716671"
"Very cobbly"|"152161023"|"44718441"
"Gravelly"|"152157245"|"44717129"
"Gravelly"|"152158776"|"44717686"
"Very bouldery"|"152158247"|"44717465"
"Stony"|"152155845"|"44716648"
"Gravelly"|"152155852"|"44716652"
"Gravelly"|"152156359"|"44716831"
"Stony"|"152156011"|"44716716"
"Gravelly"|"152158195"|"44717442"
"Extremely cobbly"|"152154411"|"44716313"
"Gravelly"|"152159571"|"44717967"
"Gravelly"|"152157219"|"44717122"
"Cobbly"|"152158406"|"44717529"
"Gravelly"|"152160723"|"44718300"
"Very gravelly"|"152153583"|"44716112"
"Very gravelly"|"152158388"|"44717517"
"Gravelly"|"152157257"|"44717131"
"Gravelly"|"152158154"|"44717423"
"Very stony"|"152157330"|"44717169"
"Gravelly"|"152159593"|"44717980"
"Gravelly"|"152155907"|"44716676"
"Extremely cobbly"|"152153572"|"44716106"
"Very cobbly"|"152158377"|"44717512"
"Very cobbly"|"152158121"|"44717406"
"Gravelly"|"152158206"|"44717447"
"Gravelly"|"152157382"|"44717187"
"Gravelly"|"152158419"|"44717536"
"Very cobbly"|"152159201"|"44717875"
"Very bouldery"|"152158754"|"44717678"
"Very cobbly"|"152158395"|"44717522"
"Very cobbly"|"152159604"|"44717983"
"Very cobbly"|"152154400"|"44716307"
"Cobbly"|"152153426"|"44716058"
"Gravelly"|"152157915"|"44717334"
"Very cobbly"|"152154573"|"44716352"
"Gravelly"|"152155516"|"44716564"
"Cobbly"|"152155897"|"44716672"
"Gravelly"|"152161054"|"44718452"
"Extremely gravelly"|"152153573"|"44716107"
"Cobbly"|"152157909"|"44717333"
"Very stony"|"152158244"|"44717462"
"Cobbly"|"152155066"|"44716479"
"Very stony"|"152161017"|"44718435"
"Very bouldery"|"152154375"|"44716284"
"Cobbly"|"152161031"|"44718448"
"Gravelly"|"152153428"|"44716059"
"Very cobbly"|"152160765"|"44718317"
"Gravelly"|"152161042"|"44718449"
"Very stony"|"152157265"|"44717136"
"Gravelly"|"152160104"|"44718109"
"Gravelly"|"152158152"|"44717422"
"Cobbly"|"152153465"|"44716073"
"Gravelly"|"152156348"|"44716828"
"Gravelly"|"152157357"|"44717178"
"Gravelly"|"152158774"|"44717684"
"Gravelly"|"152158255"|"44717469"
"Gravelly"|"152157263"|"44717135"
"Gravelly"|"152156008"|"44716713"
"Gravelly"|"152155894"|"44716670"
"Very cobbly"|"152155923"|"44716687"
"Cobbly"|"152155022"|"44716455"
"Gravelly"|"152155180"|"44716505"
"Very cobbly"|"152158404"|"44717527"
"Very cobbly"|"152154512"|"44716327"
"Gravelly"|"152155882"|"44716664"
"Very cobbly"|"152160642"|"44718267"
"Gravelly"|"152157346"|"44717175"
"Very gravelly"|"152154511"|"44716326"
"Very cobbly"|"152154385"|"44716294"
"Gravelly"|"152161064"|"44718455"
"Cobbly"|"152158441"|"44717539"
"Gravelly"|"152160776"|"44718325"
"Gravelly"|"152155029"|"44716459"
"Gravelly"|"152154427"|"44716318"
"Gravelly"|"152157370"|"44717183"
"Gravelly"|"152155861"|"44716655"
"Gravelly"|"152155018"|"44716452"
"Very gravelly"|"152155169"|"44716501"
"Very stony"|"152155047"|"44716469"
"Gravelly"|"152156337"|"44716820"
"Very stony"|"152158128"|"44717413"
"Very cobbly"|"152161027"|"44718445"
"Gravelly"|"152153443"|"44716065"
"Stony"|"152159232"|"44717892"
"Very gravelly"|"152159588"|"44717975"
"Gravelly"|"152155176"|"44716504"
"Gravelly"|"152156015"|"44716718"
"Gravelly"|"152155366"|"44716542"
"Cobbly"|"152154574"|"44716353"
"Cobbly"|"152154407"|"44716309"
"Gravelly"|"152157919"|"44717336"
"Gravelly"|"152159275"|"44717905"
"Very cobbly"|"152160631"|"44718258"
"Very stony"|"152157326"|"44717165"
"Gravelly"|"152160717"|"44718298"
"Gravelly"|"152155546"|"44716577"
"Very cobbly"|"152155073"|"44716485"
"Extremely cobbly"|"152154395"|"44716303"
"Gravelly"|"152155846"|"44716649"
"Gravelly"|"152157339"|"44717171"
"Gravelly"|"152155916"|"44716681"
"Gravelly"|"152161058"|"44718453"
"Very cobbly"|"152158246"|"44717464"
"Very gravelly"|"152160641"|"44718266"
"Very stony"|"152161021"|"44718439"
"Cobbly"|"152161016"|"44718434"
"Very cobbly"|"152158194"|"44717441"
"Cobbly"|"152158181"|"44717432"
"Very gravelly"|"152157446"|"44717221"
"Extremely gravelly"|"152155184"|"44716506"
"Gravelly"|"152155872"|"44716660"
"Extremely gravelly"|"152158389"|"44717518"
"Gravelly"|"152157381"|"44717186"
"Extremely gravelly"|"152159587"|"44717974"
"Gravelly"|"152154418"|"44716314"
"Gravelly"|"152155890"|"44716667"
"Very cobbly"|"152155051"|"44716473"
"Cobbly"|"152154406"|"44716308"
"Gravelly"|"152153432"|"44716061"
"Gravelly"|"152157243"|"44717128"
"Gravelly"|"152159206"|"44717879"
"Cobbly"|"152159235"|"44717894"
"Gravelly"|"152158731"|"44717665"
"Very cobbly"|"152153288"|"44715972"
"Gravelly"|"152159187"|"44717867"
"Very bouldery"|"152154384"|"44716293"
"Cobbly"|"152160756"|"44718308"
"Gravelly"|"152159564"|"44717966"
"Very cobbly"|"152161013"|"44718433"
"Gravelly"|"152155879"|"44716663"
"Cobbly"|"152155935"|"44716692"
"Cobbly"|"152155028"|"44716458"
"Very bouldery"|"152158129"|"44717414"
"Cobbly"|"152155054"|"44716475"
"Very stony"|"152158193"|"44717440"
"Gravelly"|"152157908"|"44717332"
"Gravelly"|"152158203"|"44717446"
"Gravelly"|"152154397"|"44716304"
"Very stony"|"152157328"|"44717167"
"Very stony"|"152160757"|"44718309"
"Very bouldery"|"152157327"|"44717166"
"Gravelly"|"152155065"|"44716478"
"Gravelly"|"152160137"|"44718115"
"Cobbly"|"152160100"|"44718107"
"Gravelly"|"152155857"|"44716654"
"Very stony"|"152158755"|"44717679"
"Very cobbly"|"152154408"|"44716310"
"Cobbly"|"152157465"|"44717226"
"Cobbly"|"152155070"|"44716482"
"Gravelly"|"152155853"|"44716653"
"Gravelly"|"152155502"|"44716560"
"Channery"|"152153229"|"44715959"
"Very bouldery"|"152159198"|"44717872"
"Extremely cobbly"|"152159195"|"44717869"
"Extremely gravelly"|"152153582"|"44716111"
"Cobbly"|"152158192"|"44717439"
"Extremely cobbly"|"152159224"|"44717888"
"Gravelly"|"152158140"|"44717418"
"Cobbly"|"152159563"|"44717965"
"Gravelly"|"152155893"|"44716669"
"Gravelly"|"152153571"|"44716105"
"Gravelly"|"152160126"|"44718113"
"Very cobbly"|"152153584"|"44716113"
"Gravelly"|"152158161"|"44717426"
"Very bouldery"|"152161020"|"44718438"
"Very stony"|"152154377"|"44716286"
"Gravelly"|"152157890"|"44717325"
"Very stony"|"152156346"|"44716826"
"Very gravelly"|"152160643"|"44718268"
"Gravelly"|"152161046"|"44718451"
"Extremely gravelly"|"152154510"|"44716325"
"Cobbly"|"152156347"|"44716827"
"Gravelly"|"152158224"|"44717453"
"Gravelly"|"152157223"|"44717123"
"Very cobbly"|"152155043"|"44716465"
"Very bouldery"|"152159202"|"44717876"
"Cobbly"|"152155195"|"44716510"
"Gravelly"|"152153439"|"44716064"
"Gravelly"|"152155503"|"44716561"
"Very stony"|"152154386"|"44716295"
"Cobbly"|"152159276"|"44717906"
"Very gravelly"|"152155920"|"44716684"
"Cobbly"|"152158396"|"44717523"
"Gravelly"|"152153450"|"44716069"
"Gravelly"|"152155868"|"44716659"
"Very stony"|"152161028"|"44718446"
"Gravelly"|"152155367"|"44716543"
"Gravelly"|"152155032"|"44716460"
"Very cobbly"|"152158753"|"44717677"
"Gravelly"|"152155908"|"44716677"
"Very bouldery"|"152154388"|"44716297"
"Cobbly"|"152160632"|"44718259"
"Cobbly"|"152157428"|"44717212"
"Gravelly"|"152158775"|"44717685"
"Gravelly"|"152155055"|"44716476"
"Gravelly"|"152158182"|"44717433"
"Very bouldery"|"152155044"|"44716466"
"Very stony"|"152158130"|"44717415"
"Extremely cobbly"|"152160767"|"44718319"
"Gravelly"|"152157439"|"44717218"
"Gravelly"|"152158742"|"44717668"
"Extremely gravelly"|"152155919"|"44716683"
"Very stony"|"152158245"|"44717463"
"Gravelly"|"152158403"|"44717526"
"Gravelly"|"152153581"|"44716110"
"Very cobbly"|"152157266"|"44717137"
"Very cobbly"|"152155170"|"44716502"
"Gravelly"|"152153221"|"44715957"
"Gravelly"|"152157928"|"44717338"
"Gravelly"|"152161009"|"44718430"
"Very bouldery"|"152158123"|"44717408"
"Gravelly"|"152157229"|"44717125"
"Very stony"|"152154383"|"44716292"
"Very stony"|"152158197"|"44717443"
"Gravelly"|"152161030"|"44718447"
"Very cobbly"|"152157432"|"44717216"
"Cobbly"|"152158371"|"44717508"
"Gravelly"|"152155849"|"44716650"
"Very cobbly"|"152158756"|"44717680"
"Very cobbly"|"152154409"|"44716311"
"Very cobbly"|"152159194"|"44717868"
"Gravelly"|"152153453"|"44716070"
"Cobbly"|"152153429"|"44716060"
"Gravelly"|"152157917"|"44717335"
"Gravelly"|"152157358"|"44717179"
"Very cobbly"|"152161018"|"44718436"
"Gravelly"|"152158392"|"44717519"
"Gravelly"|"152158381"|"44717513"
"Extremely gravelly"|"152160648"|"44718270"
"Gravelly"|"152155551"|"44716581"
"Cobbly"|"152154420"|"44716316"
"Very cobbly"|"152161019"|"44718437"
"Very cobbly"|"152157321"|"44717160"
"Very stony"|"152159236"|"44717895"
"Gravelly"|"152153570"|"44716104"
"Extremely cobbly"|"152155048"|"44716470"
"Gravelly"|"152158402"|"44717525"
"Very stony"|"152158186"|"44717435"
"Extremely gravelly"|"152155924"|"44716688"
"Extremely cobbly"|"152158241"|"44717459"
"Very cobbly"|"152159278"|"44717908"
"Very stony"|"152157262"|"44717134"
"Very cobbly"|"152154394"|"44716302"
"Gravelly"|"152156342"|"44716823"
"Gravelly"|"152159184"|"44717866"
"Cobbly"|"152153284"|"44715970"
"Very bouldery"|"152160766"|"44718318"
"Gravelly"|"152157895"|"44717326"
"Gravelly"|"152158745"|"44717669"
"Gravelly"|"152158771"|"44717683"
"Gravelly"|"152155913"|"44716678"
"Gravelly"|"152156018"|"44716720"
"Extremely gravelly"|"152160644"|"44718269"
"Gravelly"|"152157906"|"44717331"
"Gravelly"|"152160718"|"44718299"
"Gravelly"|"152158138"|"44717417"
"Cobbly"|"152155026"|"44716457"
"Gravelly"|"152158413"|"44717533"
"Cobbly"|"152153464"|"44716072"
"Very cobbly"|"152154371"|"44716280"
"Gravelly"|"152159174"|"44717863"
"Gravelly"|"152158189"|"44717438"
"Very cobbly"|"152154516"|"44716330"
"Very stony"|"152160769"|"44718321"
"Extremely cobbly"|"152157329"|"44717168"
"Cobbly"|"152155067"|"44716480"
"Cobbly"|"152160743"|"44718304"
"Very cobbly"|"152158238"|"44717456"
"Channery"|"152153230"|"44715960"
"Very stony"|"152158752"|"44717676"
"Gravelly"|"152155901"|"44716674"
"Gravelly"|"152155521"|"44716566"
"Gravelly"|"152161060"|"44718454"
"Very cobbly"|"152160633"|"44718260"
"Gravelly"|"152157939"|"44717340"
"Very cobbly"|"152159591"|"44717978"
"Extremely gravelly"|"152155922"|"44716686"
"Very bouldery"|"152155046"|"44716468"
"Gravelly"|"152157351"|"44717177"
"Gravelly"|"152157898"|"44717327"
"Gravelly"|"152155025"|"44716456"
"Very cobbly"|"152158445"|"44717540"
"Gravelly"|"152157777"|"44717313"
"Very gravelly"|"152153574"|"44716108"
"Gravelly"|"152157362"|"44717180"
"Gravelly"|"152154575"|"44716354"
"Gravelly"|"152155036"|"44716461"
"Very cobbly"|"152157431"|"44717215"
"Very cobbly"|"152160759"|"44718311"
"Gravelly"|"152156026"|"44716724"
"Gravelly"|"152159216"|"44717883"
"Gravelly"|"152160733"|"44718302"
"Cobbly"|"152156360"|"44716832"
"Very stony"|"152160770"|"44718322"
"Gravelly"|"152158168"|"44717428"
"Gravelly"|"152157350"|"44717176"
"Extremely gravelly"|"152159602"|"44717981"
"Extremely cobbly"|"152158127"|"44717412"
"Very cobbly"|"152158248"|"44717466"
"Very stony"|"152160758"|"44718310"
"Gravelly"|"152154442"|"44716319"
"Cobbly"|"152159238"|"44717897"
"Gravelly"|"152159606"|"44717984"
"Very cobbly"|"152158131"|"44717416"
"Extremely gravelly"|"152158393"|"44717520"
"Very gravelly"|"152155921"|"44716685"
"Very cobbly"|"152159580"|"44717970"
"Gravelly"|"152157778"|"44717314"
"Gravelly"|"152158414"|"44717534"
"Gravelly"|"152155056"|"44716477"
"Gravelly"|"152154568"|"44716349"
"Gravelly"|"152157924"|"44717337"
"Cobbly"|"152154398"|"44716305"
"Very cobbly"|"152157464"|"44717225"
"Very cobbly"|"152157442"|"44717220"
"Very cobbly"|"152160637"|"44718263"
"Very stony"|"152159203"|"44717877"
"Gravelly"|"152155172"|"44716503"
"Very stony"|"152158242"|"44717460"
"Very cobbly"|"152158373"|"44717510"
"Very cobbly"|"152159225"|"44717889"
"Gravelly"|"152155193"|"44716509"
"Gravelly"|"152160123"|"44718111"
"Gravelly"|"152158200"|"44717445"
"Gravelly"|"152157902"|"44717329"
"Very cobbly"|"152155068"|"44716481"
"Very stony"|"152154387"|"44716296"
"Gravelly"|"152156345"|"44716825"
"Gravelly"|"152158211"|"44717450"
"Very cobbly"|"152157325"|"44717164"
"Very cobbly"|"152154376"|"44716285"
"Cobbly"|"152159277"|"44717907"
