"isotic"|"24825900"|"19608122"
"isotic"|"24825901"|"19608123"
"isotic"|"24825905"|"19608127"
"mixed"|"24825906"|"19608128"
"mixed"|"24825907"|"19608129"
"mixed"|"24825930"|"19608130"
"mixed"|"24825931"|"19608131"
"not used"|"24825932"|"19608132"
"mixed"|"24825934"|"19608133"
"mixed"|"24825935"|"19608134"
"mixed"|"24825936"|"19608135"
"isotic"|"24825467"|"19608007"
"isotic"|"24825543"|"19608037"
"isotic"|"24825545"|"19608038"
"mixed"|"24825546"|"19608039"
"isotic"|"24825585"|"19608042"
"isotic"|"24825586"|"19608043"
"isotic"|"24825587"|"19608044"
