site,cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
O,21,2021,1,2,1400,16.16,17.59,17.06,49.09,64.25,55.53,9.58,12.53,10.79,1.02,1.6,1329,0.7,177.3,45.44,388.8,21.9
O,21,2021,1,2,1500,17.25,17.86,17.47,51.61,63.98,56.72,10.33,12.72,11.31,1.02,2.22,1407,0.64,174.7,49.51,278.6,17.67
O,21,2021,1,2,1600,16.09,17.73,17.04,56.09,65.58,59.63,10.83,12.09,11.57,0.73,1.5,1529,0.46,113.4,49.99,242.7,15.25
O,21,2021,1,2,1700,14.6,16.09,15.5,62.62,75.81,68,11.3,12.7,11.96,0.33,0.72,1613,0.13,69.27,63.59,114.3,6.99
O,21,2021,1,2,1800,12.59,14.67,13.57,69.56,80.2,75.41,11.41,12.09,11.71,0.29,0.55,1716,0.19,8.53,48.83,12.51,0.75
O,21,2021,1,2,1900,11.34,12.83,12.01,77.72,84.8,81.5,11.04,11.84,11.43,0.35,1.46,1848,0.14,47.71,63.09,0,0
O,21,2021,1,2,2000,11,12.29,11.86,73.71,84.4,78.47,10.21,11.3,10.89,1.03,2.18,1937,0.37,115.4,64.84,0,0
O,21,2021,1,2,2100,11,11.82,11.46,74.06,83.2,76.72,9.98,10.92,10.38,1.49,2.83,2057,0.91,138.9,50.37,0,0
O,21,2021,1,2,2200,10.25,11.04,10.75,76.44,86.4,82.6,10.05,11.07,10.66,1.26,2.94,2147,0.57,141.9,60.1,0,0
O,21,2021,1,2,2300,10.39,11.55,10.7,77.46,86.5,82.6,10.28,11.09,10.63,1.77,2.93,2255,1.27,196.1,43.22,0,0
O,21,2021,1,2,2400,11.07,11.62,11.36,70.86,81.1,75.39,9.59,10.94,10.13,1.01,2.45,2324,0.41,239.2,62.68,0,0
O,21,2021,1,3,100,8.86,11.28,9.9,73.24,91.1,85.2,9.78,10.77,10.37,0.28,0.29,1,0.13,35.72,60.3,0,0
O,21,2021,1,3,200,8.76,10.46,9.39,79.7,93.8,89.1,9.89,10.81,10.48,0.28,0.28,101,0.06,6.25,71.81,0,0
O,21,2021,1,3,300,8.9,10.9,9.91,72.43,93.1,85.1,9.44,11.05,10.37,0.28,0.28,201,0.08,312.3,68.89,0,0
O,21,2021,1,3,400,8.56,11.07,9.53,64.27,93.1,83.9,8.42,10.53,9.94,0.31,1.25,357,0.12,11.05,64.29,0,0
O,21,2021,1,3,500,7.54,8.76,8.2,85,97,93.5,9.56,10.4,10.16,1.03,2.08,449,0.66,15.39,48.49,0,0
O,21,2021,1,3,600,6.05,7.88,6.96,95.3,100,98.3,9.22,10.22,9.82,0.74,3.03,600,0.21,296.1,68.57,0,0
O,21,2021,1,3,700,5.57,7.88,6.74,62.57,98.1,71.83,6.62,9.12,7.05,1.77,5.1,614,0.81,305.5,59.6,0,0
O,21,2021,1,3,800,4.55,5.91,5.44,74.82,81.6,77.3,6.77,7.28,6.95,0.8,2.21,732,0.53,286.9,46.8,4.14,0.21
O,21,2021,1,3,900,4.76,5.61,5.29,70.6,78.84,74.3,6.41,6.83,6.61,0.34,0.79,829,0.06,254.1,73.14,47.01,2.82
O,21,2021,1,3,1000,5.5,6.31,5.78,66.72,75.23,70.13,6.25,6.83,6.46,0.48,3.03,959,0.34,271.7,44.15,168.1,10.81
O,21,2021,1,3,1100,5.77,7.47,6.75,64.33,78.95,70.66,6.28,7.64,6.96,0.29,0.84,1001,0.14,221.9,57.97,340.7,21.85
O,21,2021,1,3,1200,5.76,7.7,6.55,68.64,77.31,73.72,6.74,7.89,7.16,0.28,0.28,1101,0.18,259.1,48.41,709.7,43.41
O,21,2021,1,3,1300,6.03,8.04,6.96,66.43,77.85,71.1,6.73,7.59,7.1,0.28,0.28,1201,0.2,228.4,42.33,437.2,27.64
O,21,2021,1,3,1400,6.44,9.57,7.67,59.83,73.51,66.38,6.46,7.5,6.95,0.28,0.28,1301,0.13,234.9,58.54,528.4,31.37
O,21,2021,1,3,1500,6.98,8.95,7.77,57.52,64.05,60.69,6.09,6.74,6.4,0.28,0.28,1401,0.11,288.6,63.82,278.4,19.33
O,21,2021,1,3,1600,6.45,7.4,6.94,58.34,64.53,61.3,5.88,6.61,6.11,0.28,0.28,1501,0.17,266.2,50.45,194.8,11.85
O,21,2021,1,3,1700,5.09,7.13,6.55,58.96,71.27,62.44,5.83,6.31,6.05,0.28,0.28,1601,0.15,194.7,55.58,103.8,7.46
O,21,2021,1,3,1800,3.4,5.29,4.28,68.07,75.43,72.23,5.77,6.41,5.99,0.28,0.28,1701,0.08,201.8,67.99,9.71,0.44
O,21,2021,1,3,1900,2.52,3.33,2.97,73.87,80.6,76.62,5.7,5.93,5.79,0.28,0.28,1801,0.02,355,77.62,0,0
O,21,2021,1,3,2000,1.36,2.69,2.1,77.21,84.6,81.1,5.6,5.93,5.76,0.28,0.29,1947,0.05,232.5,74.11,0,0
O,21,2021,1,3,2100,0.88,1.57,1.34,81.4,87.9,83.7,5.56,5.77,5.63,0.28,0.36,2015,0.18,267.4,48,0,0
O,21,2021,1,3,2200,1.43,1.63,1.51,78.71,82.1,81.1,5.38,5.59,5.52,0.28,0.29,2115,0.23,264.7,34.47,0,0
O,21,2021,1,3,2300,0.61,1.7,1.06,77.07,84.3,81.5,5.08,5.51,5.37,0.3,0.55,2251,0.03,40.06,76.17,0,0
O,21,2021,1,3,2400,-0.07,0.68,0.39,80.7,85.4,82.5,5,5.4,5.19,0.28,0.28,2301,0.25,62.87,28.61,0,0
O,21,2021,1,4,100,-0.61,-0.07,-0.37,81.1,86.5,84.1,4.89,5.11,5,0.28,0.28,1,0.1,6.83,65.27,0,0
O,21,2021,1,4,200,-1.09,-0.54,-0.84,84.8,88.5,86.8,4.92,5.07,4.99,0.28,0.28,101,0.22,357.9,38.5,0,0
O,21,2021,1,4,300,-1.02,-0.75,-0.89,82.7,88,85.8,4.78,5.01,4.91,0.28,0.28,201,0.25,2.74,26.47,0,0
O,21,2021,1,4,400,-1.43,-0.82,-1.12,80.8,88.8,84.6,4.61,4.93,4.76,0.28,0.29,336,0.2,26.54,42.7,0,0
O,21,2021,1,4,500,-1.36,-1.02,-1.17,81.7,84.8,83.3,4.6,4.77,4.67,0.28,0.29,410,0.22,7.6,37.04,0,0
O,21,2021,1,4,600,-1.7,-0.95,-1.33,78.1,85.9,82.5,4.45,4.73,4.57,0.28,0.28,501,0.2,5.42,44.12,0,0
O,21,2021,1,4,700,-2.17,-1.29,-1.85,81.3,88.6,86.3,4.52,4.68,4.6,0.28,0.31,648,0.09,11,66.96,0,0
O,21,2021,1,4,800,-2.58,-2.17,-2.36,87.7,90.7,89.4,4.54,4.67,4.59,0.28,0.31,720,0.2,3.46,44.3,3.89,0.15
O,21,2021,1,4,900,-2.48,-0.88,-1.78,83.7,90.5,86.8,4.56,4.79,4.65,0.31,0.73,824,0.21,242.4,47.05,44.27,2.61
O,21,2021,1,4,1000,-0.81,2.31,0.97,68.84,84.1,76.95,4.78,5.4,5.04,0.56,1.42,957,0.43,184.2,38.7,177.3,10.65
O,21,2021,1,4,1100,2.11,4.62,3.69,58.97,71.63,65.12,4.9,5.57,5.17,0.79,1.5,1044,0.62,215.3,37.34,311.4,20.65
O,21,2021,1,4,1200,4.61,6.92,5.48,52.5,64.88,58.79,4.97,5.69,5.3,0.78,1.62,1129,0.64,199.9,34.55,699.1,42.56
O,21,2021,1,4,1300,6.72,9.37,8.03,44.26,55.69,49.72,4.98,5.95,5.34,0.96,2.13,1239,0.66,182.1,44.81,530.3,33.3
O,21,2021,1,4,1400,8.75,11,9.92,38.49,46.88,42.42,4.93,5.81,5.17,1.39,2.32,1341,0.92,163.8,47.1,498.8,28.46
O,21,2021,1,4,1500,9.94,11.78,10.67,36.45,43.52,39.55,4.71,5.69,5.07,1.39,3.53,1449,0.74,153.3,55.26,288.4,20.4
O,21,2021,1,4,1600,8.48,11.74,9.96,35.77,50.01,42.26,4.82,5.56,5.15,1.81,2.97,1513,0.76,217.8,61.75,193.1,12.72
O,21,2021,1,4,1700,7.4,9.03,8.18,46.64,53.11,49.81,5.14,5.7,5.4,1.32,3.09,1602,0.71,240,55.21,73.55,4.75
O,21,2021,1,4,1800,6.65,7.6,7.08,53.45,58.49,55.78,5.51,5.79,5.61,0.63,1.42,1755,0.2,285.5,66.71,10.16,0.58
O,21,2021,1,4,1900,6.11,6.69,6.32,57.67,65.09,61.03,5.63,6.16,5.83,0.68,1.34,1813,0.53,43.32,37.37,0,0
O,21,2021,1,4,2000,5.23,6.18,5.54,62.44,70.94,65.92,5.82,6.32,5.97,0.35,1.22,1944,0.21,23.97,51.31,0,0
O,21,2021,1,4,2100,4.96,5.58,5.36,64.01,70.67,66.82,5.81,6.22,5.97,0.43,1.09,2030,0.28,36.84,47.58,0,0
O,21,2021,1,4,2200,4.76,5.51,5.22,65.23,73.33,68.37,5.86,6.49,6.05,0.41,1.18,2149,0.19,10.6,59.51,0,0
O,21,2021,1,4,2300,4.62,5.37,4.94,67.48,76.62,72.44,6,6.57,6.29,0.77,1.62,2253,0.3,5.36,63.03,0,0
O,21,2021,1,4,2400,4.69,5.78,5.12,71.35,84.5,77.76,6.29,7.31,6.83,1.13,2.98,2311,0.2,279.2,73.45,0,0
O,21,2021,1,5,100,4.15,5.51,4.64,78.09,91.6,86.8,7.03,7.63,7.38,0.94,1.97,16,0.22,319.5,71.03,0,0
O,21,2021,1,5,200,4.15,5.37,4.73,81.5,91,86.8,7.07,7.78,7.42,0.95,2.36,120,0.1,302.7,76.6,0,0
O,21,2021,1,5,300,4.35,4.69,4.53,85.8,91.2,88,7.22,7.71,7.42,0.65,1.89,204,0.19,10.68,68.56,0,0
O,21,2021,1,5,400,4.59,5.92,5.29,76.66,86.6,82.6,7.12,7.56,7.35,0.59,1.6,331,0.24,307,62.4,0,0
O,21,2021,1,5,500,5.44,6.05,5.75,73.39,82.4,77.73,6.75,7.5,7.14,0.93,2.32,438,0.27,339.2,68.23,0,0
O,21,2021,1,5,600,5.64,5.91,5.81,72.78,77.54,74.17,6.7,7.1,6.84,1.02,2.94,558,0.52,313.5,56.91,0,0
O,21,2021,1,5,700,4.72,5.84,5.37,75.09,82.2,78.61,6.94,7.22,7.03,0.82,1.89,602,0.21,83.7,69.93,0,0
O,21,2021,1,5,800,3.47,4.72,4.17,78.98,86.6,83.3,6.61,7.09,6.85,1.02,2.08,745,0.5,26.34,57.92,2.67,0.11
O,21,2021,1,5,900,3.88,5.37,4.68,74.69,87.3,80.8,6.67,7.15,6.88,1.13,3.14,853,0.12,26.67,76.45,47.59,2.8
O,21,2021,1,5,1000,5.44,7.34,6.3,62.51,76.12,69.73,6.35,7.11,6.65,1.48,2.83,950,0.35,290,70.78,147.9,8.44
O,21,2021,1,5,1100,6.86,7.98,7.43,59.2,69.02,62.94,6.07,7.07,6.49,2.27,4.12,1058,1.36,245.7,51.09,340.1,21.96
O,21,2021,1,5,1200,6.65,7.94,7.29,56.57,63.85,59.95,5.8,6.6,6.12,1.96,2.99,1116,1.07,264.7,54.47,378.5,23.22
O,21,2021,1,5,1300,6.44,8.35,7.2,54.2,61.75,58.76,5.73,6.32,5.96,1.94,3.67,1227,0.83,280.3,61.37,386.2,22.92
O,21,2021,1,5,1400,7.53,9.88,8.68,48.75,58.89,52.77,5.5,6.48,5.93,1.93,4.51,1320,1.02,224.7,55.72,547.4,32.75
O,21,2021,1,5,1500,7.87,9.84,8.87,43.93,53.51,48.61,4.99,6.22,5.53,2.25,4.07,1423,1.33,236.8,51.75,318.3,23.49
O,21,2021,1,5,1600,7.94,9.16,8.48,43.86,51.74,46.74,4.81,5.89,5.18,2.03,4.59,1504,1.38,237.3,45.83,276.5,18.73
O,21,2021,1,5,1700,5.83,8.21,7.22,44.91,54.47,47.73,4.69,5.32,4.85,1.83,3.45,1607,0.89,264.3,58.14,98.3,7.49
O,21,2021,1,5,1800,4.21,6.04,5.24,51.07,62.78,56.28,4.79,5.21,4.98,1.44,3.3,1716,0.99,245.3,45.39,11.24,0.52
O,21,2021,1,5,1900,3.74,4.82,4.19,56.11,64.27,60.23,4.81,5.25,4.96,1.13,2.02,1815,0.62,279.2,54.7,0,0
O,21,2021,1,5,2000,2.99,4.15,3.62,60.07,67.55,63.15,4.87,5.16,5,1.52,3.19,1953,1.33,258.2,28.84,0,0
O,21,2021,1,5,2100,1.91,3.47,2.53,63.33,72.38,68.08,4.86,5.15,4.99,1.22,2.71,2001,0.84,254.6,45.03,0,0
O,21,2021,1,5,2200,1.77,2.31,1.97,66.6,71.77,68.56,4.66,5.02,4.83,1.04,2.25,2110,0.74,264.4,43.19,0,0
O,21,2021,1,5,2300,0.75,1.84,1.08,67.21,73.33,70.56,4.56,4.78,4.66,0.6,1.12,2226,0.34,9.67,52.71,0,0
O,21,2021,1,5,2400,-0.2,0.78,0.36,70.27,78.44,73.5,4.52,4.72,4.61,0.51,1.11,2326,0.38,18.51,39.88,0,0
O,21,2021,1,6,100,-0.99,-0.14,-0.59,78.5,83.3,81.2,4.65,4.88,4.75,0.46,0.93,23,0.39,338.8,31.76,0,0
O,21,2021,1,6,200,-1.63,-1.02,-1.24,83.6,87.7,85.4,4.7,4.85,4.77,0.4,0.83,132,0.23,5.93,53.64,0,0
O,21,2021,1,6,300,-1.56,-1.02,-1.33,84.2,88,86.4,4.73,4.84,4.79,0.36,0.81,214,0.3,11.73,34.42,0,0
O,21,2021,1,6,400,-1.49,-1.15,-1.35,79.77,86.6,83.2,4.43,4.75,4.6,0.55,1.33,333,0.46,40.07,33.33,0,0
O,21,2021,1,6,500,-2.17,-0.88,-1.64,77.56,84.6,82.2,4.32,4.56,4.45,0.62,1.53,445,0.22,10.82,65.34,0,0
O,21,2021,1,6,600,-2.1,-1.63,-1.83,79.71,83.1,81.5,4.28,4.44,4.35,0.35,0.73,535,0.22,12.14,50.37,0,0
O,21,2021,1,6,700,-2.58,-1.76,-2.11,77.56,85,81.2,4.13,4.35,4.25,0.31,0.59,620,0.21,345.7,45.56,0,0
O,21,2021,1,6,800,-3.26,-2.38,-2.85,80.8,86.1,83.6,3.97,4.27,4.14,0.3,0.65,740,0.17,96.8,53.09,4.87,0.29
O,21,2021,1,6,900,-3.26,-1.73,-2.66,84.2,89.3,87.6,4.04,4.71,4.41,0.3,0.51,858,0.17,217.4,54.44,68.82,4.36
O,21,2021,1,6,1000,-1.7,0.75,-0.11,76.73,87.6,80.7,4.66,5.15,4.89,0.68,1.29,959,0.54,184.6,36.78,207.9,12.83
O,21,2021,1,6,1100,0.88,3.9,2.43,63.66,79.25,70.64,4.91,5.4,5.13,1.05,1.85,1054,0.88,227.4,33.05,336.8,22.41
O,21,2021,1,6,1200,3.39,6.52,5.02,52.5,65.42,57.83,4.8,5.3,5.04,1.22,2.17,1136,0.82,163.7,46.53,650.6,40.97
O,21,2021,1,6,1300,6.58,9.7,8.06,36.31,53.72,48,4.24,5.53,5.15,1.12,1.69,1211,0.6,193.7,55.24,498.6,32.51
O,21,2021,1,6,1400,9.29,10.65,9.9,30.67,43.04,37.27,3.76,5.21,4.54,1.47,2.29,1356,1.25,242.5,31.84,471.3,27.85
O,21,2021,1,6,1500,9.43,10.72,10.05,25.7,37.81,29.8,3.24,4.62,3.67,1.28,2.83,1450,0.4,199.9,67.32,309.6,21.58
O,21,2021,1,6,1600,9.43,10.59,9.98,22.71,31.75,26.94,2.73,3.89,3.3,1.1,2.09,1522,0.45,200,62.49,234.8,15.07
O,21,2021,1,6,1700,7.67,9.91,8.85,25.36,37.06,29.35,3,3.89,3.32,0.55,2.13,1617,0.2,76.34,64.96,86.6,5.94
O,21,2021,1,6,1800,5.57,7.87,6.44,35.7,45.5,39.89,3.58,4.18,3.84,0.37,1.01,1752,0.22,61.76,51.42,11.37,0.68
O,21,2021,1,6,1900,3.94,5.71,4.95,42.51,53.73,48.06,3.84,4.35,4.17,0.65,1.48,1806,0.49,43.29,40.54,0,0
O,21,2021,1,6,2000,3.13,4.35,3.84,51.63,58.44,54.73,4.29,4.56,4.4,0.41,1.21,1902,0.35,40.57,31.8,0,0
O,21,2021,1,6,2100,2.42,3.27,2.71,56.12,62.79,59.01,4.25,4.6,4.38,0.31,0.49,2033,0.19,40.78,49.33,0,0
O,21,2021,1,6,2200,1.29,2.62,1.98,59.59,64.97,62.12,4.25,4.55,4.38,0.28,0.28,2101,0.15,28.16,55.05,0,0
O,21,2021,1,6,2300,0.95,2.18,1.66,60.34,67.62,63.25,4.28,4.45,4.35,0.32,0.75,2258,0.13,48.04,62.17,0,0
O,21,2021,1,6,2400,0.75,1.29,1.05,62.69,67.07,64.91,4.14,4.39,4.28,0.28,0.47,2301,0.16,47.76,54.36,0,0
O,21,2021,1,7,100,0.2,1.02,0.57,65.65,68.78,67.12,4.2,4.35,4.27,0.28,0.29,45,0.14,56.31,57.48,0,0
O,21,2021,1,7,200,-0.54,0.58,-0.25,65.24,72.72,69.51,4.11,4.27,4.17,0.31,0.91,123,0.15,22.57,58.51,0,0
O,21,2021,1,7,300,-0.82,-0.27,-0.59,69.39,73.2,71.28,4.09,4.3,4.17,0.28,0.28,201,0.16,302.7,52.97,0,0
O,21,2021,1,7,400,-1.7,-0.54,-1.32,70.89,80.1,76.15,4.16,4.34,4.22,0.28,0.28,301,0.08,314.8,68.65,0,0
O,21,2021,1,7,500,-1.83,-1.49,-1.64,77.93,81.2,79.18,4.22,4.35,4.29,0.28,0.28,401,0.07,64.61,71.01,0,0
O,21,2021,1,7,600,-1.97,-1.15,-1.6,75.11,81.4,78.35,4.2,4.33,4.26,0.28,0.28,501,0.08,40.61,68.36,0,0
O,21,2021,1,7,700,-2.24,-1.83,-2.02,79.12,83.2,80.9,4.2,4.32,4.26,0.3,0.84,626,0.1,14.22,65.79,0,0
O,21,2021,1,7,800,-3.12,-2.1,-2.64,82.6,86.7,84.8,4.14,4.42,4.27,0.31,1,713,0.03,352.7,77.53,3.62,0.17
O,21,2021,1,7,900,-2.58,-1.22,-1.71,80.8,86.5,84.1,4.31,4.78,4.53,0.34,0.99,806,0.03,68.19,77.51,42.58,2.62
O,21,2021,1,7,1000,-1.5,0.07,-1.24,77.89,86.4,84.1,4.5,4.92,4.69,0.33,0.84,949,0.1,270.1,68,109.7,6.74
O,21,2021,1,7,1100,0.27,3.67,2.18,61.16,76.63,68.34,4.7,5.1,4.87,0.95,1.85,1025,0.29,111.8,67.64,272.1,17.42
O,21,2021,1,7,1200,3.33,5.63,4.46,51.96,64.14,57.9,4.66,5.14,4.85,1.52,2.55,1146,1,166.4,47.34,635.6,39.4
O,21,2021,1,7,1300,5.09,7.33,6.25,46.45,54.47,50.5,4.55,5.31,4.8,1.74,3.65,1257,1.21,189.4,44.78,532.3,33.87
O,21,2021,1,7,1400,5.36,7.33,6,44.74,53.86,50.02,4.41,4.91,4.67,1.26,2.22,1307,1.02,188,35.29,272.8,16.26
O,21,2021,1,7,1500,5.15,5.77,5.43,51.75,55.7,53.23,4.64,5.01,4.78,0.89,1.7,1451,0.66,169.9,41.12,179.8,10.58
O,21,2021,1,7,1600,4.68,5.22,4.98,51.34,56.95,53.38,4.46,5,4.65,0.85,2.01,1504,0.44,189.7,56.72,116.6,6.82
O,21,2021,1,7,1700,4.21,4.68,4.45,51.49,57.09,53.81,4.29,4.84,4.51,0.73,1.85,1630,0.17,140.7,70.73,26.53,1.48
O,21,2021,1,7,1800,2.1,4.41,3.86,52.3,81.5,60.9,4.38,5.79,4.87,1.35,3.69,1726,,,,2.66,0.15
O,21,2021,1,7,1900,0.78,2.04,1.48,81.8,94.5,89,5.79,6.33,6.05,0.59,1.28,1828,0.14,329.4,70.86,0,0
O,21,2021,1,7,2000,0.34,0.78,0.49,94.5,99,97.1,6.09,6.23,6.15,0.37,0.99,1957,0.05,277.5,75.31,0,0
O,21,2021,1,7,2100,0.34,0.99,0.57,97.6,99.7,99,6.18,6.43,6.31,0.49,1.2,2048,0.34,357.6,44.02,0,0.01
O,21,2021,1,7,2200,0.61,1.02,0.8,98.1,100,99.3,6.33,6.54,6.43,0.51,1.53,2158,0.34,333.4,46.27,0,0.02
O,21,2021,1,7,2300,0.65,1.43,0.99,98.5,100,99.6,6.41,6.71,6.54,0.34,0.95,2203,0.08,13.02,70.87,0,0
O,21,2021,1,7,2400,0.68,0.88,0.77,100,100,100,6.43,6.52,6.47,0.41,1.2,2310,0.15,220.8,64.98,0,0
O,21,2021,1,8,100,0.61,0.85,0.73,100,100,100,6.4,6.51,6.45,0.48,1.38,20,0.16,233.5,65.94,0,0
O,21,2021,1,8,200,0.44,0.88,0.67,100,100,100,6.32,6.52,6.42,0.29,0.6,104,0.1,7.28,65.85,0,0
O,21,2021,1,8,300,0.41,0.65,0.53,100,100,100,6.3,6.41,6.36,0.28,0.28,201,0.12,169,60.46,0,0
O,21,2021,1,8,400,0.24,0.54,0.38,100,100,100,6.23,6.37,6.29,0.28,0.28,301,0.05,122.8,73.53,0,0
O,21,2021,1,8,500,0.27,0.34,0.33,100,100,100,6.24,6.27,6.27,0.28,0.28,401,0.11,158.6,62.7,0,0.04
O,21,2021,1,8,600,0.07,0.34,0.21,100,100,100,6.15,6.27,6.22,0.28,0.28,501,0.21,207.4,41.2,0,0.03
O,21,2021,1,8,700,0.07,0.14,0.08,100,100,100,6.15,6.18,6.16,0.28,0.28,601,0.25,214.4,27.14,0,0.03
O,21,2021,1,8,800,-0.14,0.14,0.07,100,100,100,6.05,6.18,6.14,0.28,0.28,701,0.2,152.6,43.08,1.25,0.1
O,21,2021,1,8,900,-0.07,0.2,0.09,100,100,100,6.08,6.2,6.15,0.28,0.28,801,0.22,313.5,39.07,13.8,0.69
O,21,2021,1,8,1000,0.2,0.88,0.51,100,100,100,6.2,6.51,6.34,0.28,0.28,901,0.04,79.42,75.57,40.25,2.09
