cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
28,2022,1,1,100,13.81,14.21,14.05,98.7,100,99.4,15.74,16.07,15.92,1.36,2.17,43,1.16,351.9,31.07,0,0
28,2022,1,1,200,13.88,14.28,14.02,98.8,100,99.7,15.82,16.28,15.96,1.21,1.96,108,1.01,344.6,32.79,0,0
28,2022,1,1,300,14.28,14.89,14.57,95.6,98.9,97.1,15.93,16.24,16.09,1.36,2.73,232,0.55,200.8,62.65,0,0
28,2022,1,1,400,14.42,14.75,14.59,94.8,97.5,96.1,15.83,16.11,15.96,1.59,3.46,322,0.66,203.3,61.97,0,0
28,2022,1,1,500,14.35,14.75,14.56,94.2,97.1,95.8,15.69,16.01,15.87,1.44,2.6,455,0.31,248.9,71.87,0,0
28,2022,1,1,600,14.48,14.89,14.69,90.2,94.8,92.5,15.07,15.8,15.45,1.47,2.58,534,0.26,351.1,73.49,0,0
28,2022,1,1,700,14.28,14.96,14.57,84.6,92.4,89.6,14.32,15.26,14.85,1.67,2.82,639,0.81,2.04,58.2,0,0
28,2022,1,1,800,14.15,15.16,14.64,83.2,91.4,87.8,14.26,14.9,14.61,1.77,2.89,730,0.63,42.48,65.11,2.54,0
28,2022,1,1,900,14.62,15.23,15.01,84,89.3,86.7,14.36,15.38,14.78,1.61,2.76,846,0.29,90.5,73.38,52.03,4.13
28,2022,1,1,1000,15.16,16.38,15.68,80.4,89.5,85.5,14.77,15.96,15.23,1.97,4.53,912,1.22,180.8,49.78,144.3,9.73
28,2022,1,1,1100,15.97,16.72,16.31,77.29,84.8,81.3,14.48,15.7,15.06,2.49,4.5,1049,2.05,171.1,34.12,229.4,13.07
28,2022,1,1,1200,16.18,16.79,16.44,77.02,83.4,79.64,14.46,15.72,14.88,2.88,5.21,1152,2.32,170.9,35.67,200.6,10.81
28,2022,1,1,1300,16.38,17.19,16.68,76.82,81.5,79.2,14.5,15.91,15.03,3.92,7.76,1215,3.52,172.9,25.86,278.6,14.83
28,2022,1,1,1400,16.38,17.33,16.9,76.41,84.6,80.5,15.03,16.25,15.48,2.8,4.49,1352,2.1,178.4,40.65,224.9,13.85
28,2022,1,1,1500,15.43,16.72,15.96,80.3,91.5,86.9,15.14,16.28,15.75,2.87,4.71,1406,2.24,175.9,37.85,133.7,7.27
28,2022,1,1,1600,15.03,15.84,15.54,85.5,92.6,88.9,15.37,15.98,15.68,3.29,6.58,1518,2.41,178.8,41.92,96.3,5.99
28,2022,1,1,1700,15.63,16.04,15.8,83.8,88.7,85.8,15.09,15.81,15.4,2.78,5.46,1654,1.91,180.2,45.5,47.87,1.97
28,2022,1,1,1800,15.63,16.04,15.81,82.8,87.1,85.3,15.05,15.58,15.3,5,8.39,1753,4.75,173.5,17.96,5.52,0
28,2022,1,1,1900,14.96,15.97,15.42,85.2,95.9,90.7,15.27,16.44,15.87,4.57,6.76,1801,4.29,173.3,20.15,0,0
28,2022,1,1,2000,14.75,15.23,15.04,94.8,98.6,97,16.31,16.83,16.57,3.99,6.38,1936,3.52,171.2,27.7,0,0
28,2022,1,1,2100,15.03,15.36,15.18,95.4,98.3,97.2,16.62,16.88,16.75,4.25,6.15,2020,3.81,173,25.94,0,0
28,2022,1,1,2200,14.89,15.23,15.04,96.3,98.9,97.8,16.46,16.84,16.72,4.68,6.63,2153,4.19,172.1,26.23,0,0
28,2022,1,1,2300,14.82,15.09,14.98,96.2,98.8,97.3,16.45,16.7,16.56,5.18,7.42,2255,4.4,174.9,31.39,0,0
28,2022,1,1,2400,14.89,15.5,15.09,91.8,97.3,95,15.99,16.6,16.28,5.12,7.92,2307,4.58,173.5,26.45,0,0
28,2022,1,2,100,14.82,15.3,15.05,93.2,97.6,95.8,16.06,16.66,16.37,5.29,7.39,100,4.96,163.8,20.19,0,0
28,2022,1,2,200,15.23,15.57,15.39,93.5,95.9,94.6,16.38,16.68,16.53,5.66,8.22,101,5.11,178.4,25.15,0,0
28,2022,1,2,300,14.96,15.5,15.23,94.3,99.2,96.5,16.53,16.96,16.69,3.98,6.27,215,3.32,171.2,32.88,0,0
28,2022,1,2,400,13.27,14.89,13.88,92.4,99.8,96.7,14.82,16.8,15.32,1.95,4.78,307,0.36,29.94,73.18,0,0
28,2022,1,2,500,12.72,13.33,12.97,96.7,100,98.5,14.23,15.04,14.72,1.41,2.97,445,0.31,349.1,71.59,0,0
28,2022,1,2,600,11.51,12.72,12.11,94.5,99.5,97.3,13.15,14.33,13.74,1.35,3.37,507,0.56,5.87,61.97,0,0
28,2022,1,2,700,11.24,11.57,11.42,92.4,99.6,95.4,12.57,13.51,12.86,0.95,2.3,621,0.42,352.5,60.21,0,0
28,2022,1,2,800,11.24,11.78,11.46,86.5,95.8,92.2,11.82,12.89,12.48,1,2.04,714,0.42,340.7,61.8,0.97,0
28,2022,1,2,900,11.51,11.98,11.71,65.86,88.7,80.1,9.18,12.14,11.01,0.94,1.87,854,0.57,341.4,50.4,32.75,2.16
28,2022,1,2,1000,11.38,12.66,11.89,60.85,80.7,68.51,8.75,10.9,9.53,1.02,2.28,952,0.47,328.1,59.26,86.1,5.31
28,2022,1,2,1100,11.84,12.8,12.38,63.89,80.3,71.35,9.1,11.41,10.25,0.94,1.68,1059,0.43,270.7,59.6,113.3,7.37
28,2022,1,2,1200,10.76,11.91,11.33,72.15,90.8,82.8,10.05,11.78,11.09,1.77,2.74,1155,1.52,235.8,30.4,64.95,5.11
28,2022,1,2,1300,10.83,11.37,11.06,83,92.7,88,11.08,12.03,11.59,1.75,2.62,1215,1.61,252,22.91,80.1,5.89
28,2022,1,2,1400,10.49,11.04,10.68,80.9,91.5,87.4,10.4,11.86,11.23,1.54,3.37,1312,1.28,251.4,33.49,57.26,4.42
28,2022,1,2,1500,10.5,11.24,10.99,72.49,89.6,83.4,9.58,11.78,10.94,1.09,1.89,1454,0.79,262.7,42.73,72.13,4.91
28,2022,1,2,1600,10.76,11.3,11.03,86,95.6,92.9,11.3,12.73,12.21,0.92,1.51,1515,0.49,65.42,55.66,125.4,7.86
28,2022,1,2,1700,10.69,11.24,10.99,94.4,99.6,97.1,12.49,13,12.73,0.81,1.37,1659,0.64,65.9,37.31,43.26,2.55
28,2022,1,2,1800,10.09,10.76,10.37,99.4,100,99.9,12.35,12.87,12.57,1.17,1.68,1715,1.07,30.13,23.08,5.92,0
28,2022,1,2,1900,9.55,10.15,9.73,96.3,100,98.8,11.46,12.4,11.91,0.76,1.36,1849,0.65,347.2,30.64,0,0
28,2022,1,2,2000,9.62,9.96,9.7,94.2,96.3,95.3,11.39,11.62,11.47,1.15,1.81,1934,1.09,359.8,18.17,0,0
28,2022,1,2,2100,9.56,9.9,9.66,94,97.3,95.4,11.3,11.75,11.45,0.54,1.32,2017,0.13,53.16,70.23,0,0
28,2022,1,2,2200,9.29,9.63,9.44,95.9,100,98.8,11.42,11.81,11.68,0.93,2.72,2157,0.17,71.43,73.42,0,0
28,2022,1,2,2300,8.75,9.49,9.11,94.8,100,98.8,10.79,11.87,11.42,2.93,5.02,2236,2.49,182,31.34,0,0
28,2022,1,2,2400,8.34,8.88,8.58,96.1,100,98.4,10.79,11.14,10.96,1.64,3.7,2304,0.62,149.3,63.9,0,0
28,2022,1,3,100,8.48,8.61,8.51,100,100,100,11.08,11.18,11.11,1.07,1.8,6,0.43,158.7,62.86,0,0
28,2022,1,3,200,6.92,8.48,7.85,100,100,100,9.96,11.08,10.62,1.99,3.6,154,1.89,30.09,18.05,0,0
28,2022,1,3,300,4.14,6.92,5.63,99,100,100,8.13,9.96,9.12,3.45,5.95,240,3.27,12.93,18.34,0,0
28,2022,1,3,400,1.57,3.94,2.76,97.6,99.5,98.6,6.72,7.98,7.35,4.06,5.43,318,3.89,14.85,16.62,0,0
28,2022,1,3,500,-0.05,1.5,0.47,97.4,100,99.3,6.09,6.67,6.28,3.29,5.74,411,3.06,13.31,21.16,0,0
28,2022,1,3,600,-0.72,-0.05,-0.26,100,100,100,5.8,6.09,6,0.66,3.28,508,0.61,3.1,22.7,0,0
28,2022,1,3,700,-1.87,-0.72,-1.26,100,100,100,5.33,5.8,5.58,0.28,0.28,601,0.26,19.84,22.49,0.11,0
28,2022,1,3,800,-3.5,-1.94,-2.78,95.4,100,98.5,4.51,5.3,4.91,0.28,0.28,701,0.26,14.07,20.38,2.25,0
28,2022,1,3,900,-3.76,-3.43,-3.62,94.7,97.7,96.3,4.39,4.64,4.5,0.28,0.28,801,0.26,17.46,23.16,32.45,3.05
28,2022,1,3,1000,-3.83,-3.02,-3.6,94.5,99.2,96.6,4.37,4.78,4.53,0.28,0.28,901,0.21,36.09,39.49,89.3,10.03
28,2022,1,3,1100,-3.49,-2.41,-2.87,90.9,96.2,94.1,4.44,4.84,4.65,0.28,0.28,1001,0.26,20.79,24.38,281.9,19.86
28,2022,1,3,1200,-2.62,-2.07,-2.4,85.7,92.1,88.8,4.42,4.74,4.55,0.28,0.28,1101,0.27,7.54,14.4,505.8,39.22
28,2022,1,3,1300,-2.28,-1.94,-2.15,80.1,89.3,85.1,4.18,4.71,4.44,0.28,0.28,1201,0.28,8.29,11.16,497.6,45.9
28,2022,1,3,1400,-2.14,-1.53,-1.88,74.29,82.1,78.57,4.01,4.39,4.18,0.28,0.28,1301,0.24,1.85,29.29,278,39.91
28,2022,1,3,1500,-2.21,-1.47,-1.85,74.69,84.5,80.6,4.06,4.45,4.3,0.28,0.28,1401,0.27,1.66,15.19,328.5,13.07
28,2022,1,3,1600,-2.68,-2.14,-2.45,77.13,85.9,81.6,3.95,4.4,4.17,0.28,0.28,1501,0.26,1.19,20.11,54.68,6.88
28,2022,1,3,1700,-2.69,-1.8,-2.14,62.38,81.9,71.24,3.34,4.12,3.72,0.28,0.28,1601,0.21,344.9,40.24,33.72,0
28,2022,1,3,1800,-2.27,-1.93,-2.06,63.13,70.98,66.38,3.28,3.74,3.49,0.28,0.28,1701,0.25,0.7,24.62,8.75,0
28,2022,1,3,1900,-2.54,-1.93,-2.31,57.44,70.65,65.74,3.05,3.62,3.39,0.37,1.41,1900,0.35,358.1,17.22,0,0
28,2022,1,3,2000,-1.93,-0.98,-1.35,43.76,58.26,50.55,2.48,3.09,2.8,1.29,2.04,1929,1.08,6.24,32.22,0,0
28,2022,1,3,2100,-2.74,-1.66,-2.19,52.43,72.75,60.82,2.79,3.63,3.16,1.08,2.4,2056,0.64,12.2,51.67,0,0
28,2022,1,3,2200,-1.8,-0.64,-1.28,40.17,56.97,50.5,2.34,3.05,2.81,1.3,2.41,2102,1.14,1.29,28.51,0,0
28,2022,1,3,2300,-1.59,0.71,-0.58,40.71,59.27,48.31,2.34,3.4,2.83,0.78,1.64,2242,0.41,321.7,55.94,0,0
28,2022,1,3,2400,0.58,1.73,1.28,31.97,48.36,37.98,2.19,3.08,2.54,0.7,1.53,2357,0.41,263.4,52.06,0,0
28,2022,1,4,100,0.58,2,1.55,31.97,43.83,35.41,2.16,2.89,2.42,0.68,1.44,1,0.41,261.8,51.15,0,0
28,2022,1,4,200,0.91,1.93,1.33,31.83,41.52,36.54,2.18,2.8,2.45,0.49,1.07,101,0.32,236.2,47.35,0,0
28,2022,1,4,300,0.51,1.05,0.76,32.85,39.28,35.39,2.13,2.56,2.28,0.67,1.08,254,0.64,217,16.15,0,0
28,2022,1,4,400,-0.24,0.78,0.39,32.99,44.84,36.88,2.12,2.73,2.32,0.47,0.79,338,0.15,273.1,66.75,0,0
28,2022,1,4,500,-1.05,0.44,-0.42,38.75,55.41,50.07,2.4,3.38,2.96,0.58,1.84,443,0.26,201.6,59.53,0,0
28,2022,1,4,600,-0.37,0.44,0.09,47.49,55.34,50.8,2.99,3.32,3.12,0.78,1.35,514,0.59,202.1,39.25,0,0
28,2022,1,4,700,-2,0.03,-0.99,54.39,71.13,61.79,3.27,3.83,3.5,0.79,1.4,609,0.29,28.91,64.2,0,0
28,2022,1,4,800,-2.07,-1.59,-1.84,66.32,75.12,70.29,3.58,4.01,3.75,0.9,1.83,747,0.68,352.2,39.65,8.89,1.18
28,2022,1,4,900,-1.73,-0.65,-1.35,72.28,81.6,76.99,3.93,4.61,4.26,1.11,2.44,857,0.25,66.94,71.26,121,10.13
28,2022,1,4,1000,-0.72,0.9,0.16,63.86,82.8,74.5,4.12,5.07,4.6,2.42,4.46,954,1.93,197.2,36.45,253.9,21.62
28,2022,1,4,1100,-0.86,1.1,0.08,64.33,78.69,74.57,4.13,5.02,4.58,2.54,5.42,1005,2.25,199.7,27.16,465.6,22.7
28,2022,1,4,1200,0.63,2.12,1.28,59.79,78.14,69.49,4.17,5.29,4.65,3.01,4.3,1107,2.79,193.4,22.01,826,37.35
28,2022,1,4,1300,1.71,2.52,2.12,51.86,66.16,59.85,3.71,4.73,4.26,3.06,4.38,1221,2.84,197.4,21.78,722.5,36.46
28,2022,1,4,1400,1.57,2.38,1.94,51.39,63.85,56.97,3.55,4.63,4,3.64,4.83,1322,3.42,198.5,19.67,374.3,33.31
28,2022,1,4,1500,0.76,1.77,1.2,57.68,64.86,61.15,3.84,4.34,4.07,4.12,5.33,1421,3.95,195.8,16.62,329.8,14.64
28,2022,1,4,1600,-0.18,0.83,0.29,59.31,67.85,63.75,3.7,4.21,3.98,4.12,5.38,1554,3.95,201,16.28,57.02,6.19
28,2022,1,4,1700,-0.79,-0.18,-0.48,60.88,70.84,64.95,3.63,4.1,3.83,3.52,5.82,1625,3.33,205,18.46,33.45,0
28,2022,1,4,1800,-1.4,-0.38,-0.98,54.86,73.75,64.24,3.26,4.09,3.65,2.82,3.93,1800,2.7,215.9,16.96,8.88,0
28,2022,1,4,1900,-1.94,-1.06,-1.43,53.78,70.31,62.04,3.01,3.75,3.41,3.3,4.71,1840,3.13,213.4,18.31,0.07,0
28,2022,1,4,2000,-2.41,-1.8,-2.08,68,82.5,75.2,3.62,4.22,3.94,4.27,5.33,1930,4.11,213.6,15.55,0,0
28,2022,1,4,2100,-2.61,-2.41,-2.52,81.5,85.1,83,4.15,4.29,4.21,3.71,5.42,2058,3.53,211.4,17.75,0,0
28,2022,1,4,2200,-2.54,-1.93,-2.27,80.3,82.2,81,4.09,4.36,4.19,4.12,5.34,2154,3.93,205.3,17.32,0,0
28,2022,1,4,2300,-2,-1.19,-1.59,81.4,86.7,83.8,4.31,4.86,4.56,3.81,5.34,2255,3.65,204.8,16.58,0,0
28,2022,1,4,2400,-1.12,-0.24,-0.61,86.6,89.7,88.1,4.9,5.34,5.15,3.59,5.26,2327,3.13,205.4,28.87,0.04,0
28,2022,1,5,100,-0.52,0.3,-0.2,88.8,93.1,90.4,5.26,5.81,5.45,3.63,5.73,37,3.28,209.3,25.12,0.12,0
28,2022,1,5,200,0.43,1.38,0.9,90.7,93.1,92.2,5.85,6.17,6.01,4.31,6.18,153,3.8,195.7,28.01,0,0
28,2022,1,5,300,1.38,1.85,1.64,89.9,92.8,91.4,6.1,6.48,6.28,4.74,7.16,257,4.23,196,26.49,0.09,0
28,2022,1,5,400,1.17,1.85,1.55,92,94.9,93.2,6.19,6.47,6.37,3.31,7.02,301,2.56,188.3,38.54,0,0
28,2022,1,5,500,-0.93,0.97,-0.35,90.9,95.7,93.9,5.31,6.09,5.59,1.64,2.53,413,1.48,354.8,24.73,0,0
28,2022,1,5,600,-0.72,-0.32,-0.59,93.4,95.2,94.2,5.43,5.62,5.51,1.42,2.1,526,1.33,349.9,20.87,0,0
28,2022,1,5,700,-0.45,0.23,-0.03,92.6,94.5,93.5,5.52,5.85,5.7,1.24,1.96,622,1.12,351.1,25.37,0,0
28,2022,1,5,800,0.16,0.57,0.31,92.4,94.2,93.4,5.79,5.9,5.84,1.11,1.75,719,0.85,351.6,38.91,4.34,0
28,2022,1,5,900,0.23,1.99,1.13,85.2,93.4,90.1,5.79,6.24,5.97,0.87,1.57,851,0.63,26.55,42.8,103.4,8.16
28,2022,1,5,1000,1.78,3.47,2.47,72.65,88.1,82.6,5.65,6.28,6.02,1.09,1.47,944,0.85,89,37.49,238,19.75
28,2022,1,5,1100,3.2,4.28,3.7,73.19,80.3,76.59,5.72,6.52,6.1,1.29,1.97,1010,1.02,87.7,36.93,427.6,22.11
28,2022,1,5,1200,4.35,6.18,5.22,63.64,75.56,69.8,5.8,6.65,6.18,1.37,2.02,1101,1.04,120,40.13,792.8,34.59
28,2022,1,5,1300,5.9,7.12,6.56,58.83,70.41,63.21,5.82,6.66,6.14,1.41,2.12,1243,1.04,92.2,41.8,702.4,36.16
28,2022,1,5,1400,6.1,8.13,7.28,50.29,63.83,58.73,5.03,6.78,6,1.88,4.18,1355,1.16,113.7,49.91,364.1,31.83
28,2022,1,5,1500,4.62,6.5,5.64,54.76,69.19,60.91,5.13,5.9,5.54,2.05,3.82,1457,1.54,9.51,40.25,319.6,12.87
28,2022,1,5,1600,4.14,4.96,4.54,64.45,70.89,68.33,5.58,5.98,5.77,1.32,2.74,1503,0.5,19.43,64,61.24,7.17
28,2022,1,5,1700,3.6,4.55,4.16,66.22,75.02,70.34,5.59,5.96,5.78,1.31,2.33,1621,0.96,22.22,41.71,35.95,0
28,2022,1,5,1800,3.6,4.48,4,58.36,70.01,65.87,4.79,5.64,5.35,1.26,2.66,1754,0.9,8.02,43.52,9.36,0
28,2022,1,5,1900,3.4,4.69,4.31,49.36,65.74,54.77,4.17,5.12,4.54,1.58,3.7,1835,1.23,11.06,38.43,0,0
28,2022,1,5,2000,3.74,4.29,4,39,55.05,48.52,3.24,4.49,3.94,1.22,2.37,1956,0.83,332.7,45.73,0,0
28,2022,1,5,2100,4.15,4.83,4.6,27.36,40.09,31.67,2.36,3.29,2.68,1.58,2.6,2049,1.31,351.7,33.31,0,0
28,2022,1,5,2200,4.01,4.9,4.41,26,33.11,29.13,2.14,2.76,2.44,1.66,2.62,2131,1.54,357.2,22.23,0,0
28,2022,1,5,2300,3.81,4.29,3.98,25.87,29.73,28.09,2.09,2.44,2.28,1.31,2,2237,1.21,341.3,22.12,0,0
28,2022,1,5,2400,2.93,4.15,3.61,26.41,39.55,31.41,2.16,2.98,2.48,0.73,1.19,2347,0.31,232.7,61.26,0.07,0
28,2022,1,6,100,2.53,3.07,2.78,33.72,44.83,39.08,2.55,3.31,2.91,0.99,1.68,13,0.75,5.81,39.67,0,0
28,2022,1,6,200,0.49,3.68,2.66,25.12,72.12,40.05,1.99,4.57,2.88,1.13,1.83,126,0.5,347.2,60.24,0,0
28,2022,1,6,300,-0.18,0.43,0.02,69.96,77.74,74.55,4.34,4.72,4.56,1,1.68,215,0.65,211,48.1,0,0
28,2022,1,6,400,-0.38,0.37,0.02,69.28,79.1,74.03,4.29,4.75,4.52,1.01,2.02,349,0.44,220.5,61.01,0,0
28,2022,1,6,500,0.09,0.7,0.45,60.68,71.66,65.13,3.77,4.43,4.11,0.94,1.98,404,0.69,197.8,41.56,0,0
28,2022,1,6,600,-0.92,0.77,-0.24,43.89,84.8,68.38,2.79,4.89,4.08,1.24,2.89,541,0.62,225.9,57.35,0.11,0
28,2022,1,6,700,-0.79,-0.45,-0.54,74.43,81.5,77.16,4.37,4.71,4.53,0.93,1.59,649,0.8,220.9,30.03,0.01,0
28,2022,1,6,800,-0.72,0.57,-0.43,55.27,81.3,74.99,3.49,4.71,4.43,1.28,1.69,738,1.23,216.8,16.85,7.6,0.98
28,2022,1,6,900,0.64,4.09,2.23,15.03,58.25,38.97,1.17,3.78,2.73,0.81,1.65,900,0.28,308.7,65.58,112.1,8.95
28,2022,1,6,1000,3.95,5.63,4.76,20.45,47.8,32.98,1.66,4.1,2.84,1.21,1.69,901,0.71,120.6,52.05,282.1,18.77
28,2022,1,6,1100,4.96,6.85,6.06,17.06,48.68,27.93,1.67,4.27,2.6,2.82,4.66,1030,2.31,181.8,34.6,180.2,10.32
28,2022,1,6,1200,5.36,6.11,5.82,21.73,36.02,27.19,2.03,3.28,2.51,2.75,5.22,1159,2.07,172.9,40.24,111.4,6.68
28,2022,1,6,1300,5.02,6.18,5.6,26,37.03,31.04,2.37,3.26,2.82,3.36,5.18,1202,3.11,174.8,22.01,151.3,8.06
28,2022,1,6,1400,0.35,5.02,3.87,33.38,90.7,47.25,2.91,5.68,3.72,2.96,4.83,1354,2.37,198.8,36.14,91.8,4.82
28,2022,1,6,1500,-0.26,0.28,-0.16,91.7,98.4,95.5,5.55,5.91,5.77,1.32,4.06,1432,0.96,174.3,42.57,58.43,4.13
28,2022,1,6,1600,-0.12,0.49,0.23,95.3,99.9,98.2,5.77,6.29,6.1,1.15,4.65,1546,0.99,185.7,29.7,17.47,0
28,2022,1,6,1700,0.43,1.71,0.96,99.5,100,99.9,6.27,6.92,6.55,4.22,6.69,1648,3.86,182.7,23.45,9.93,0
28,2022,1,6,1800,1.65,2.93,2.45,100,100,100,6.88,7.54,7.29,2.65,5.41,1702,1.98,181.7,40.85,1.2,0
28,2022,1,6,1900,2.66,4.02,3.52,97,100,99.4,7.4,8.09,7.81,1.83,2.7,1852,0.75,22.86,62.21,0.27,0
28,2022,1,6,2000,1.71,3.81,2.76,96.8,100,99.1,6.92,7.77,7.38,2.07,5.53,1937,1.29,55.64,49.74,0.07,0
28,2022,1,6,2100,-0.18,1.65,0.56,96.9,100,98.5,5.88,6.88,6.27,1.68,3.17,2022,0.9,33.7,55.34,0,0
28,2022,1,6,2200,-1.94,-0.12,-1.04,89.5,97.3,93.6,4.74,5.88,5.31,0.28,0.28,2101,0.25,21.25,24.63,0.03,0
28,2022,1,6,2300,-3.16,-2.01,-2.74,88.2,92.2,90.7,4.37,4.78,4.53,0.28,0.28,2201,0.26,23.29,23.55,0,0
28,2022,1,6,2400,-3.83,-3.16,-3.54,85.6,91.9,88.8,3.94,4.41,4.18,0.28,0.28,2301,0.26,19.26,23.75,0,0
28,2022,1,7,100,-4.84,-3.83,-4.26,78.24,87.1,83.2,3.35,4,3.71,0.28,0.28,1,0.22,20.47,36.35,0,0
28,2022,1,7,200,-5.45,-4.91,-5.21,78.85,86,81.3,3.26,3.54,3.37,0.28,0.28,101,0.2,13.69,43.43,0,0
28,2022,1,7,300,-5.93,-5.39,-5.69,74.38,85.6,80.1,2.94,3.43,3.21,0.28,0.28,201,0.24,25.08,29.6,0,0
28,2022,1,7,400,-6,-5.79,-5.87,71.4,76.68,73.3,2.82,3.03,2.89,0.28,0.28,301,0.25,11.94,25.86,0,0
28,2022,1,7,500,-6.13,-5.79,-5.87,68.89,74.92,72.21,2.7,2.97,2.85,0.28,0.28,401,0.27,10.35,18.16,0,0
28,2022,1,7,600,-6.47,-5.93,-6.24,68.15,75.26,70.86,2.6,2.87,2.72,0.28,0.28,501,0.27,12.75,18.68,0,0
28,2022,1,7,700,-6.74,-6.19,-6.39,61.92,72.08,67.41,2.36,2.7,2.56,0.28,0.28,601,0.26,14.46,19.5,0,0
28,2022,1,7,800,-6.67,-5.72,-6.36,49.59,69.98,60.92,1.98,2.62,2.31,0.28,0.28,701,0.26,19.2,23.39,10.33,1.38
28,2022,1,7,900,-5.65,-4.91,-5.2,47.56,65.03,55.74,2.01,2.72,2.31,0.28,0.28,801,0.26,24.84,21.93,91.5,6.39
28,2022,1,7,1000,-6.61,-4.91,-6.01,51.89,81.2,71.97,2.19,3.06,2.8,0.28,0.28,901,0.12,119.4,60.82,133.3,7.87
28,2022,1,7,1100,-6.4,-4.17,-5.6,55,82,74.46,2.36,3.3,2.99,0.28,0.28,1001,0.21,65.25,41.68,362.3,16.22
28,2022,1,7,1200,-4.71,-2.96,-4.11,58.58,72.89,66.32,2.7,3.26,2.99,0.28,0.28,1101,0.21,99.6,39.85,807,34.21
28,2022,1,7,1300,-2.35,-1.88,-2.14,34.81,46.79,40.31,1.81,2.46,2.11,0.26,0.28,1247,0.11,82.8,59.3,527.4,9.65
28,2022,1,7,1400,-3.03,-1.67,-2.38,35.28,53.56,46.48,1.81,2.82,2.38,0.28,0.28,1301,0.03,297.2,76.25,316.6,41.81
28,2022,1,7,1500,-2.82,-2.08,-2.44,41.44,53.7,46.7,2.11,2.77,2.39,0.3,0.76,1422,0.11,330.5,64.4,303.7,17.21
28,2022,1,7,1600,-3.03,-2.42,-2.72,37.11,50.69,44.54,1.87,2.55,2.23,0.28,0.28,1501,0.11,343.5,62.94,58.68,12.69
28,2022,1,7,1700,-3.16,-2.92,-3.09,38.81,53.17,44.11,1.89,2.59,2.15,0.28,0.28,1601,0.18,354.2,48.92,35.78,6.78
28,2022,1,7,1800,-3.49,-3.02,-3.32,40.37,51.62,44.98,1.94,2.45,2.15,0.28,0.28,1701,0.09,53.69,65.97,10.19,0.37
28,2022,1,7,1900,-3.56,-2.17,-2.78,31.4,50.94,38.53,1.62,2.41,1.91,0.28,0.28,1801,0.08,71.28,69.21,0,0
28,2022,1,7,2000,-3.56,-1.93,-2.9,27.81,56.9,41.01,1.45,2.7,2.01,0.28,0.28,1901,0.11,49.83,62.36,0,0
28,2022,1,7,2100,-3.29,-1.39,-2.13,23.98,57.81,36.2,1.28,2.8,1.88,0.28,0.28,2001,0.16,42.46,53.77,0,0
28,2022,1,7,2200,-3.69,-2.88,-3.3,34.48,59,49.25,1.64,2.83,2.36,0.28,0.28,2101,0.25,73.61,26.21,0,0.01
28,2022,1,7,2300,-2.81,-0.91,-1.55,15.85,39.63,25.61,0.87,1.97,1.39,0.28,0.28,2201,0.15,70.67,54.92,0,0
28,2022,1,7,2400,-1.97,-1.25,-1.73,14.5,39.15,23.83,0.81,2.1,1.28,0.28,0.28,2301,0.09,34.55,66.02,0,0
28,2022,1,8,100,-2.34,-1.66,-2.02,35.09,54.53,44.51,1.86,2.82,2.34,0.28,0.28,1,0.18,16.98,49.25,0,0
28,2022,1,8,200,-2.2,-0.64,-1.46,38.68,52.57,46.98,2.24,2.78,2.58,0.28,0.28,101,0.15,110.7,56,0,0
28,2022,1,8,300,-2.81,-0.41,-1.45,31.84,53.11,44.41,1.87,2.82,2.43,0.28,0.28,201,0.09,46.9,67.65,0,0
28,2022,1,8,400,-2.2,-0.24,-0.91,28.86,48.09,36.37,1.73,2.5,2.07,0.28,0.28,301,0.12,88.4,60.58,0,0
28,2022,1,8,500,-2.81,-2.2,-2.62,46.27,58.05,51.17,2.37,2.93,2.58,0.28,0.28,401,0.17,318.9,51.66,0,0.04
28,2022,1,8,600,-3.69,-2.68,-3.23,48.43,62.69,55.59,2.41,2.99,2.67,0.28,0.28,501,0.13,6.04,58.61,0,0.02
28,2022,1,8,700,-3.96,-3.08,-3.62,54.02,64.18,58.8,2.62,2.96,2.75,0.28,0.28,601,0.19,338.9,45.16,0,0
28,2022,1,8,800,-3.56,-2.61,-3.31,50.13,63.34,54.64,2.4,2.98,2.61,0.28,0.28,701,0.12,47.52,61.25,7.89,3.19
28,2022,1,8,900,-2.54,-0.92,-1.5,50.8,64.61,56.93,2.71,3.64,3.12,0.88,1.98,834,0.27,10.55,67.28,123.1,12.7
28,2022,1,8,1000,-1.33,0.02,-0.82,45.61,59.93,51.82,2.67,3.46,2.98,1.38,2.21,933,0.28,307.4,72.29,245.7,20.17
28,2022,1,8,1100,-0.73,1.44,0.35,45.78,54.99,50,2.87,3.38,3.13,1.52,2.32,1055,0.33,342.1,71.75,434.3,25.67
28,2022,1,8,1200,1.17,2.72,2.1,40.35,49.43,45.45,2.87,3.49,3.23,1.56,2.5,1106,0.47,348,67.71,836,42.91
28,2022,1,8,1300,2.35,3.26,2.82,38.32,47.53,42.57,2.87,3.55,3.18,1.48,2.1,1217,1.18,75.42,36.32,684.1,44.4
