site,cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
O,21,2020,1,2,1000,3.32,4.21,3.63,80.6,86.6,84,6.29,6.92,6.66,0.47,0.84,933,0.06,216.1,75.3,112.4,5.76
O,21,2020,1,2,1100,3.19,4.34,3.78,80.7,97.5,90.3,6.66,7.62,7.22,0.49,1.17,1046,0.1,222.3,72.32,88.3,4.21
O,21,2020,1,2,1200,2.85,3.32,3.06,97.3,100,98.9,7.38,7.69,7.52,0.59,1.08,1140,0.32,223.9,55.1,118.1,5.68
O,21,2020,1,2,1300,2.78,3.32,3.05,99.3,100,99.9,7.41,7.75,7.59,0.64,1.18,1217,0.36,200.4,53.57,130.2,6.19
O,21,2020,1,2,1400,2.64,3.19,2.93,99.9,100,100,7.38,7.67,7.54,0.6,1.5,1311,0.36,234.2,51.08,112.9,5.35
O,21,2020,1,2,1500,2.85,4,3.57,99.9,100,100,7.49,8.13,7.89,0.56,1.32,1416,0.28,217.7,57.78,133.2,6.69
O,21,2020,1,2,1600,3.46,4.14,3.75,100,100,100,7.82,8.21,7.99,0.46,0.79,1556,0.25,145.7,54.58,84,4.2
O,21,2020,1,2,1700,3.6,4.07,3.84,100,100,100,7.9,8.17,8.04,0.56,1.56,1602,0.14,209.6,70.05,19.88,0.95
O,21,2020,1,2,1800,3.93,6.59,4.41,100,100,100,8.11,9.75,8.38,0.77,1.93,1755,0.27,358.9,65.13,1.87,0.09
O,21,2020,1,2,1900,6.18,8.73,8.01,98,100,100,9.48,11.28,10.75,1.42,3.22,1812,0.59,59.15,61.92,0,0.01
O,21,2020,1,2,2000,8.69,9.71,9.07,92.8,100,97,10.87,11.41,11.18,2.87,5.65,1945,1.55,247.4,55.04,0,0.02
O,21,2020,1,2,2100,7.87,8.82,8.35,95.7,99.7,98.1,10.29,11.08,10.77,1.96,3.86,2058,0.99,175.1,57.05,0,0.02
O,21,2020,1,2,2200,7.2,8.08,7.49,94.8,99.6,98,10.01,10.3,10.14,1.92,3.61,2101,1.14,165.2,51.76,0,0.02
O,21,2020,1,2,2300,6.86,7.33,7.05,95.7,100,98.2,9.64,10.07,9.87,1.71,3.01,2242,1.06,159.5,49.89,0,0
O,21,2020,1,2,2400,6.86,7.6,7.32,95.5,99.7,98,9.73,10.26,10.02,1.75,3.55,2310,0.85,142,58.2,0,0
O,21,2020,1,3,100,7.2,7.94,7.48,96.4,100,99.1,10.08,10.48,10.25,1.59,2.82,29,0.97,134.5,50.58,0,0
O,21,2020,1,3,200,7.26,10.93,8.7,99.5,100,100,10.21,13.08,11.28,1.52,2.86,151,0.2,107.1,75.41,0,0
O,21,2020,1,3,300,11.34,14.67,13.09,89.2,100,95.1,13.45,15.06,14.31,2.57,5.63,259,1.54,257.7,51.19,0,0
O,21,2020,1,3,400,14.19,16.1,15.12,84,91.4,87.6,14.67,15.48,15.03,3.73,9.43,340,2.03,265.4,54.8,0,0
O,21,2020,1,3,500,15.48,16.64,16.11,79.76,88.1,83.4,14.92,15.55,15.25,4.15,7.02,446,2.5,253.6,51.15,0,0.03
O,21,2020,1,3,600,16.06,16.77,16.39,80.1,84.7,82.3,15.06,15.65,15.34,4.57,9.63,513,2.94,247.4,48.41,0,0.03
O,21,2020,1,3,700,15.92,17.18,16.43,75.13,84.5,81.2,14.63,15.48,15.16,2.86,5.81,611,1.74,200.8,50.75,0,0.02
O,21,2020,1,3,800,15.99,17.56,16.74,73.77,83.6,78.34,14.66,15.26,14.92,2.01,3.74,726,0.95,194.1,59.02,3.26,0.19
O,21,2020,1,3,900,14.12,17.05,15.31,76.97,99.5,90.3,14.83,16.24,15.62,1.32,2.14,814,0.75,26.17,53.4,34.06,1.73
O,21,2020,1,3,1000,14.12,15.18,14.67,93.6,99.9,97.8,15.96,16.58,16.32,1.02,2.16,923,0.54,38.93,55.56,71.33,3.49
O,21,2020,1,3,1100,13.78,14.05,13.9,99.7,100,100,15.75,16.03,15.88,0.79,1.54,1040,0.45,18.73,53.55,58.78,2.67
O,21,2020,1,3,1200,14.05,15.28,14.63,100,100,100,16.03,17.35,16.64,0.73,1.5,1101,0.18,22,70.45,209.9,10.56
O,21,2020,1,3,1300,14.87,16.03,15.27,98,100,99.8,16.9,18.2,17.31,0.58,1.3,1252,0.18,196.1,67.14,242.7,12.23
O,21,2020,1,3,1400,15.24,15.82,15.46,98.1,100,99.6,17.24,17.92,17.49,0.62,1.72,1356,0.22,115.5,65.17,160.9,7.93
O,21,2020,1,3,1500,14.77,16.09,15.33,87.1,100,94.9,14.85,18.28,16.53,0.87,2.04,1454,0.23,50.6,69.35,214.7,10.93
O,21,2020,1,3,1600,14.46,15.01,14.79,83.3,97.6,91.7,13.89,16.34,15.41,0.91,1.7,1558,0.45,21.42,57.64,115.4,5.84
O,21,2020,1,3,1700,12.9,14.8,13.66,82.2,95.3,89.2,13.29,14.64,13.93,1.23,2.36,1618,0.5,319.4,62.38,43.41,2.17
O,21,2020,1,3,1800,12.29,13.17,12.55,94.4,100,98.8,14.22,14.45,14.35,1.05,1.64,1739,0.96,39.98,24.16,4.79,0.26
O,21,2020,1,3,1900,11.81,12.36,12.14,100,100,100,13.87,14.37,14.18,0.77,1.62,1843,0.55,28.67,43.22,0,0.02
O,21,2020,1,3,2000,11.88,12.15,11.99,100,100,100,13.93,14.19,14.04,0.67,1.74,1933,0.28,342.4,62.06,0,0.03
O,21,2020,1,3,2100,11.2,11.88,11.59,100,100,100,13.32,13.94,13.67,0.72,1.36,2033,0.42,23.19,52.11,0,0.01
O,21,2020,1,3,2200,11.34,11.68,11.52,100,100,100,13.44,13.75,13.61,0.83,2.75,2149,0.36,355.5,61.16,0,0.01
O,21,2020,1,3,2300,11.34,11.54,11.44,100,100,100,13.44,13.63,13.53,0.67,1.38,2235,0.1,28.48,74.63,0,0
O,21,2020,1,3,2400,10.93,11.4,11.15,100,100,100,13.08,13.5,13.28,0.79,1.28,2349,0.59,23.42,41.46,0,0
O,21,2020,1,4,100,10.65,10.93,10.82,100,100,100,12.84,13.08,12.99,0.95,1.37,22,0.81,34.87,31.23,0,0
O,21,2020,1,4,200,10.52,10.79,10.63,100,100,100,12.73,12.96,12.83,0.83,1.88,121,0.52,27.66,49.81,0,0
O,21,2020,1,4,300,10.48,10.59,10.55,100,100,100,12.7,12.79,12.75,0.76,1.57,232,0.27,14.56,64.79,0,0
O,21,2020,1,4,400,10.42,10.55,10.49,100,100,100,12.65,12.76,12.71,0.83,1.58,332,0.52,17.2,49.39,0,0
O,21,2020,1,4,500,10.31,10.45,10.4,100,100,100,12.55,12.67,12.62,0.73,1.46,408,0.33,10.46,60,0,0.02
O,21,2020,1,4,600,10.14,10.38,10.24,100,100,100,12.42,12.62,12.5,0.63,1.32,515,0.19,14.73,67.67,0,0.03
O,21,2020,1,4,700,10.04,10.18,10.16,100,100,100,12.33,12.45,12.42,0.79,1.37,613,0.32,355.8,62.76,0,0.02
O,21,2020,1,4,800,9.29,10.18,9.68,85.6,100,96.8,10.34,12.33,11.63,1.16,3.02,712,0.43,305.8,64.35,3.72,0.19
O,21,2020,1,4,900,9.23,10.59,9.97,79.89,93.7,86.8,10.08,11.04,10.63,1.33,2.79,841,0.34,305.3,69.93,50.29,2.63
O,21,2020,1,4,1000,9.63,10.79,10.12,80.3,99.5,90.8,10.29,12.04,11.22,1.57,3.63,934,0.44,292.7,68.84,199.4,13.11
O,21,2020,1,4,1100,10.31,11.54,10.89,71.39,86.6,79.74,9.6,11.09,10.38,2.03,3.34,1009,0.78,278.3,63.6,399.5,22.53
O,21,2020,1,4,1200,8.48,11.67,10.09,76.7,91.2,83.9,9.08,12.34,10.39,2.25,4.55,1140,0.93,291.6,62.04,493.5,26.06
O,21,2020,1,4,1300,8.48,9.53,8.9,69.15,93,80,8.15,10.91,9.11,2.33,3.77,1247,1.34,266.5,52.79,444.3,24.23
O,21,2020,1,4,1400,8.27,9.98,9.19,44.13,73.64,55.57,4.99,8.62,6.47,2.36,4.24,1356,1.36,283.5,52.81,593.7,29.65
O,21,2020,1,4,1500,7.12,8.34,7.74,46.64,59.22,52.1,4.89,6.26,5.49,2.06,4.08,1438,0.79,262.1,63.59,280.2,16.84
O,21,2020,1,4,1600,4.61,8.61,6.16,54.63,68.2,60.88,5.19,7.04,5.76,1.84,4.72,1542,0.64,285.3,65.41,103,5.51
O,21,2020,1,4,1700,3.12,4.47,3.63,61.06,73.04,65.71,4.76,5.71,5.2,2,4.46,1626,0.47,279.7,70.76,45.71,2.36
O,21,2020,1,4,1800,0.6,3.46,2.15,61.48,94.9,78.89,4.81,6.06,5.58,1.58,3.69,1729,0.66,276.6,61.73,8.04,0.39
O,21,2020,1,4,1900,-0.07,1.53,0.53,76.59,94.4,88.3,5.19,5.91,5.59,1.26,3.88,1813,0.54,296,61.31,0,0.01
O,21,2020,1,4,2000,-0.41,0.2,-0.16,86.7,95.6,91.8,5.21,5.76,5.54,0.28,0.28,1901,0.05,267.8,73.61,0,0.02
O,21,2020,1,4,2100,-0.58,0,-0.33,78.37,89.8,83.1,4.62,5.35,4.95,0.28,0.28,2001,0.1,271,64.27,0,0.02
O,21,2020,1,4,2200,-0.78,-0.48,-0.66,73.95,86,79.97,4.32,4.97,4.66,0.28,0.28,2101,0.08,226.1,68.62,0,0.01
O,21,2020,1,4,2300,-0.78,-0.54,-0.65,73.4,85.6,78.68,4.31,4.97,4.58,0.28,0.28,2201,0.07,248,69.85,0,0
O,21,2020,1,4,2400,-0.82,-0.58,-0.69,74.22,86.2,79.85,4.34,4.99,4.64,0.28,0.28,2301,0.16,230.8,54.02,0,0
O,21,2020,1,5,100,-0.85,-0.61,-0.75,77.07,88.5,82.5,4.47,5.12,4.77,0.86,4.68,58,0.72,255.3,33.24,0,0
O,21,2020,1,5,200,-1.09,-0.75,-0.91,78.78,86.7,82.8,4.54,4.96,4.73,2.64,4.95,147,2.03,259.2,38.93,0,0
O,21,2020,1,5,300,-2.18,-1.02,-1.64,82.5,91.2,88.3,4.66,4.9,4.78,0.94,2.17,219,0.36,140.6,63.5,0,0
O,21,2020,1,5,400,-2.25,-1.77,-2.13,87,91.7,89.6,4.53,4.85,4.68,0.71,2.36,302,0.26,344.5,64.56,0,0
O,21,2020,1,5,500,-2.24,-1.77,-2.06,84.4,90.9,87.5,4.51,4.71,4.59,0.77,1.29,438,0.53,357.9,45.7,0,0
O,21,2020,1,5,600,-2.52,-1.77,-2.19,82.8,91.8,88.2,4.44,4.66,4.59,0.94,2.01,532,0.6,40.85,48.84,0,0
O,21,2020,1,5,700,-2.58,-2.24,-2.4,88.6,92.4,90.6,4.54,4.7,4.64,1.03,1.73,619,0.54,113.5,56,0,0
O,21,2020,1,5,800,-3.13,-2.18,-2.67,87.1,92.9,90.6,4.47,4.64,4.54,0.91,2.05,720,0.15,104.7,73.88,4.58,0.11
O,21,2020,1,5,900,-2.99,-1.29,-2.22,81.4,92,88,4.46,4.68,4.57,0.6,1.4,846,0.31,93.6,56.53,52.87,1.71
O,21,2020,1,5,1000,-1.22,1.23,-0.07,71.5,86.2,79.36,4.57,5.19,4.82,0.79,1.37,936,0.43,206.1,54.55,198.3,7.55
O,21,2020,1,5,1100,0.95,3.12,2.34,61,79.39,68.57,4.62,5.65,4.95,1.23,1.93,1058,0.75,120.9,50.67,356.8,22.52
O,21,2020,1,5,1200,2.78,4.68,3.71,59.44,71.1,63.73,4.61,5.95,5.08,1.36,2.34,1125,0.67,236.4,57.63,815,44.97
O,21,2020,1,5,1300,4.27,6.78,5.66,50.93,68.28,59.72,4.78,6.25,5.45,1.51,2.37,1212,1.2,209.2,36.71,615,34.37
O,21,2020,1,5,1400,6.65,8.62,7.73,43.52,59.56,50.53,4.67,6.13,5.32,1.29,2.02,1326,0.77,210.6,51.81,615,30.47
O,21,2020,1,5,1500,7.66,9.77,8.88,38.28,49.43,43.57,4.3,5.82,4.97,1.36,2.28,1429,0.5,171.9,64.56,319,21.69
O,21,2020,1,5,1600,8.61,9.91,9.29,35.76,50.25,40.31,4.09,6.02,4.72,1.06,1.84,1502,0.56,203.9,55.55,312.4,18.69
O,21,2020,1,5,1700,5.9,9.36,8.33,34.74,56.64,42.6,3.92,5.57,4.65,0.78,1.32,1607,0.38,201.3,58.03,118.6,7.89
O,21,2020,1,5,1800,4.34,6.03,5.13,43.66,62.9,55,3.79,5.56,4.83,0.74,2.08,1755,0.33,358.8,60.03,11.62,0.45
O,21,2020,1,5,1900,3.73,7.61,5.38,30.61,63.72,46.96,3.1,5.16,4.14,1.36,2.78,1852,0.08,274,78.54,0,0.01
O,21,2020,1,5,2000,3.09,6.32,4,41.62,67.2,56.01,3.98,5.12,4.54,0.85,1.52,1902,0.21,39.46,70.38,0,0
O,21,2020,1,5,2100,2.38,4.79,3.42,46.69,69.99,63.23,3.99,5.35,4.92,0.94,1.76,2038,0.14,60.68,74.68,0,0
O,21,2020,1,5,2200,1.63,5.58,2.8,49.18,72.31,66.95,4.4,5.44,4.99,0.87,1.41,2114,0.21,356.3,70.73,0,0
O,21,2020,1,5,2300,2.04,6.36,5.55,52.45,74.35,57.99,4.84,5.92,5.24,1.1,2.33,2214,0.15,353.3,75.36,0,0
O,21,2020,1,5,2400,3.6,7.28,4.96,48.84,68.42,62.65,4.98,5.74,5.44,0.94,1.96,2306,0.27,268.2,68.2,0,0
O,21,2020,1,6,100,2.89,5.23,4.34,56.52,77.61,63.97,4.93,5.93,5.31,1.21,2.61,37,0.79,43.37,47.84,0,0
O,21,2020,1,6,200,3.87,5.51,4.67,61.56,67.54,64.68,5.2,5.87,5.51,1.19,2.18,158,0.33,307.7,68.87,0,0
O,21,2020,1,6,300,4.08,5.44,4.73,63.33,70.47,67.75,5.66,5.97,5.8,1.02,2.04,247,0.17,341.6,74.21,0,0
O,21,2020,1,6,400,3.81,4.52,4.18,69.92,74.55,72.22,5.84,6.04,5.94,0.81,1.72,345,0.33,1.86,62.12,0,0
O,21,2020,1,6,500,3.2,4.29,3.73,73.47,79.79,75.87,5.92,6.2,6.05,0.85,1.26,422,0.52,20.18,50.22,0,0
O,21,2020,1,6,600,2.52,3.2,2.74,78.64,83.5,81.7,6.01,6.13,6.07,0.8,1.38,511,0.65,44.42,35.22,0,0
O,21,2020,1,6,700,2.18,2.82,2.51,80.8,83.5,82,5.91,6.07,6,0.61,1.16,654,0.43,1.36,44.93,0,0
O,21,2020,1,6,800,1.46,2.65,2.09,79.9,86,82.2,5.69,5.99,5.84,0.82,1.34,709,0.11,46.94,75.19,4.52,0.18
O,21,2020,1,6,900,1.5,3.54,2.5,72.21,85.3,78.9,5.64,6,5.76,0.74,1.38,804,0.44,99.7,51.21,49.45,2.59
O,21,2020,1,6,1000,3.61,6.11,4.86,60.32,74.01,67.84,5.55,6.24,5.85,1,2.08,939,0.23,359.5,71.15,206.2,11.13
O,21,2020,1,6,1100,5.6,8.82,7.49,53.38,67.39,59.13,5.65,6.93,6.11,1.24,2.28,1004,0.81,206.4,47.48,360.9,22.22
O,21,2020,1,6,1200,7.94,10.04,8.83,42.46,57.11,49.78,5.15,6.37,5.64,1.52,2.54,1200,0.55,249.5,64.79,808,45.05
O,21,2020,1,6,1300,9.67,12.49,11.01,34.61,52.29,42.63,4.88,6.58,5.59,1.71,2.73,1241,1.36,255,36.55,607,34.63
O,21,2020,1,6,1400,12.29,13.58,13.05,26.38,38.62,32.14,4.05,5.7,4.82,1.34,2.5,1306,0.98,173.3,42.03,627.6,31.18
O,21,2020,1,6,1500,12.86,14.46,13.49,24.89,36.44,28.34,3.79,5.64,4.38,1.31,2.13,1430,0.89,196.9,45.9,320.7,22.78
O,21,2020,1,6,1600,12.69,14.39,13.31,25.36,32.91,27.52,3.87,5,4.2,1.03,1.86,1528,0.58,176.6,53.8,315.7,19.01
O,21,2020,1,6,1700,9.36,13.51,12.07,28.42,47.46,37.76,4.34,5.63,5.29,0.61,1.09,1603,0.48,188.6,36.71,116.8,7.86
O,21,2020,1,6,1800,8.75,9.91,9.47,36.24,47.05,40.51,4.42,5.58,4.8,0.46,1.04,1756,0.23,19.99,56.94,12.69,0.57
O,21,2020,1,6,1900,8.21,8.96,8.63,32.57,42.16,37.81,3.69,4.71,4.23,0.59,1.08,1844,0.32,349.1,54.61,0,0.01
O,21,2020,1,6,2000,7.74,8.69,8.2,32.91,42.77,38.53,3.7,4.59,4.18,0.79,1.53,1955,0.59,307,40.53,0,0
O,21,2020,1,6,2100,7.27,8.62,7.83,39.37,52.84,47.25,4.34,5.56,5,0.65,1.08,2042,0.4,341.8,50.46,0,0
O,21,2020,1,6,2200,6.45,7.61,6.97,46.11,55.49,51.27,4.74,5.43,5.12,0.63,1.12,2134,0.32,11.73,56.78,0,0
O,21,2020,1,6,2300,5.56,6.72,6.12,49.58,59.98,55.8,4.87,5.62,5.26,0.62,1.26,2226,0.21,355.8,65.64,0,0
O,21,2020,1,6,2400,5.84,6.52,6.19,53.39,63.05,57.53,5.1,5.94,5.45,0.62,1.57,2357,0.25,337.4,62.89,0,0
O,21,2020,1,7,100,6.11,8.83,7.87,59.24,65.49,62.8,5.88,7.21,6.68,1.04,1.93,23,0.19,266.4,73.45,0,0
O,21,2020,1,7,200,8.15,8.83,8.57,60.25,66.24,62.26,6.82,7.27,6.94,0.95,2.16,101,0.59,124.2,49.48,0,0
O,21,2020,1,7,300,7.6,8.96,8.14,63.72,72.97,66.76,6.86,8.09,7.23,1.14,3.5,255,0.15,3.55,75.65,0,0
O,21,2020,1,7,400,7.67,9.64,8.82,68.89,89.5,77.93,8.07,9.52,8.81,1.72,3.92,320,0.69,189.1,62.63,0,0
O,21,2020,1,7,500,7.4,8.35,7.85,86.6,93.5,89.7,9.19,9.85,9.52,1.77,3.07,451,0.98,166.2,54.09,0,0.03
O,21,2020,1,7,600,7.19,7.6,7.29,92.3,99.8,98.1,9.64,10.28,10.02,1.06,2.02,543,0.23,126.4,71.66,0,0.03
O,21,2020,1,7,700,7.54,9.23,8.26,84.6,98.4,92.6,9.75,10.31,10.09,1.94,4.08,652,0.79,307.7,62.31,0,0.02
O,21,2020,1,7,800,7.6,9.17,8.43,76.64,91.1,86,8.36,10.14,9.5,2.27,4.39,719,0.92,339.2,62.46,1.39,0.08
O,21,2020,1,7,900,7.81,8.69,8.3,72.9,85.1,77.27,8.08,9.04,8.45,2.37,4.68,850,0.84,323.5,65.04,59.31,3.45
O,21,2020,1,7,1000,6.17,8.21,7.23,74.53,90.6,82.5,8.06,8.94,8.39,2.05,4.4,917,0.73,263.2,65.04,109,6.05
O,21,2020,1,7,1100,5.97,7.54,6.59,71.95,89.4,82.7,7.29,8.96,8.05,1.65,3.45,1016,0.61,257.9,64.34,271.6,16.14
O,21,2020,1,7,1200,6.85,8.14,7.38,60.75,81,70,6.1,8.33,7.2,2,3.86,1123,0.67,243.5,66.08,841,47.96
O,21,2020,1,7,1300,6.71,8.48,7.49,53.58,69.49,58.48,5.32,7.36,6.06,2.36,4.08,1203,0.61,279.9,69.84,596.2,33.6
O,21,2020,1,7,1400,6.92,8.48,7.72,43.11,58.47,50.77,4.49,6.34,5.34,2.61,4.79,1341,0.95,295.8,64.62,652.6,33.06
O,21,2020,1,7,1500,7.73,8.96,8.25,34.2,46.44,39.55,3.86,5,4.31,2.02,4.58,1408,0.67,247.7,66.24,307,23.01
O,21,2020,1,7,1600,7.53,9.02,8.09,35.73,48.07,38.88,3.73,5.13,4.2,2.31,4.24,1540,0.88,274.1,63.63,318.6,18.94
O,21,2020,1,7,1700,5.9,7.94,7.08,35.15,44.6,38.02,3.59,4.28,3.83,2,3.57,1628,1.07,280.4,55.35,122.8,8.24
O,21,2020,1,7,1800,4.95,6.03,5.49,39.54,45.15,41.65,3.57,4.11,3.76,1.31,2.14,1732,0.81,285,50.25,13.03,0.54
O,21,2020,1,7,1900,3.94,5.09,4.52,41.69,50.6,45.52,3.66,4.16,3.84,1.19,2.33,1820,0.8,273.9,46.67,0,0.01
O,21,2020,1,7,2000,3.8,4.45,4.13,45.37,53.02,48.52,3.76,4.29,3.98,1.67,2.97,1939,0.66,272.4,63.1,0,0
O,21,2020,1,7,2100,2.82,4.01,3.46,49.04,59.99,53.87,3.98,4.51,4.21,1.25,2.97,2006,0.12,343.5,76.99,0,0
O,21,2020,1,7,2200,2.65,3.67,3.33,48.64,59.11,52.8,3.81,4.58,4.09,1.96,4.07,2138,0.76,280.4,63.52,0,0
O,21,2020,1,7,2300,1.63,3.13,2.42,47.62,64.86,54.19,3.56,4.48,3.94,1.29,2.51,2224,0.21,199.4,74.04,0,0
O,21,2020,1,7,2400,1.7,2.55,2.09,47.76,59.18,52.19,3.46,4.21,3.71,1.03,2.12,2344,0.34,43.61,66.1,0,0
O,21,2020,1,8,100,0.88,2.38,1.4,49.18,61.97,55.79,3.55,4.14,3.77,1,1.81,1,0.69,41.57,45.12,0,0
O,21,2020,1,8,200,0.92,1.97,1.4,52.72,60.14,55.74,3.61,4.11,3.77,1.05,1.88,114,0.72,52.96,45.49,0,0
O,21,2020,1,8,300,0.14,1.77,0.91,51.33,64.56,58.14,3.53,4.08,3.79,0.89,1.7,216,0.54,26.03,51.06,0,0
O,21,2020,1,8,400,0.14,0.75,0.39,47.76,63.61,57.48,3.07,3.93,3.61,0.47,0.81,343,0.15,55.16,66.64,0,0
O,21,2020,1,8,500,-0.14,1.29,0.55,42.31,58.81,52.15,2.84,3.61,3.31,0.67,1.37,446,0.1,339.2,75,0,0
O,21,2020,1,8,600,-0.07,1.77,1.12,40.07,54.9,45.97,2.7,3.57,3.04,0.89,1.64,528,0.43,336.5,57.99,0,0
O,21,2020,1,8,700,1.36,2.65,1.82,33.2,49.05,38.73,2.37,3.37,2.7,1.03,2.53,610,0.4,13.94,63.1,0,0
O,21,2020,1,8,800,0.95,2.38,1.83,32.18,49.18,40.08,2.33,3.22,2.79,1.07,2.18,742,0.11,328.8,76.85,4.58,0.19
O,21,2020,1,8,900,1.22,3.61,2.37,33.27,49.39,41.97,2.47,3.55,3.04,1.11,2.37,808,0.19,238.5,73.76,48.26,2.61
O,21,2020,1,8,1000,3.54,7.5,5.4,34.48,43.8,39.63,3.04,4.12,3.56,1.08,2.02,939,0.58,164.5,55.05,213.4,12.66
