site,cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
O,28,2020,1,2,2400,5.08,6.16,5.72,96.8,99.3,98.5,8.66,9.35,9.03,4.29,7.26,2314,3.64,198.2,31.54,0,0
O,28,2020,1,3,100,6.03,7.86,6.81,98.1,100,99.2,9.23,10.57,9.81,5,8.33,56,4.6,190,22.91,0,0
O,28,2020,1,3,200,7.85,9.54,8.79,98.4,100,99.5,10.6,11.84,11.27,5.62,8.19,145,5.39,190.7,16.22,0,0
O,28,2020,1,3,300,8.93,10.76,9.89,99.4,100,100,11.37,12.89,12.18,4.14,6.69,207,3.43,181,33.52,0,0
O,28,2020,1,3,400,10.63,11.98,11.46,96,99.4,97.3,12.64,13.58,13.16,4.44,6.39,354,3.73,175,32.26,0,0
O,28,2020,1,3,500,11.91,12.52,12.27,93.2,97.3,95.2,13.47,13.73,13.58,6.04,8.73,441,5.6,191.6,21.93,0,0
O,28,2020,1,3,600,12.25,12.66,12.43,94.7,96.1,95.5,13.66,13.89,13.78,3.51,6.41,503,2.75,189.6,37.84,0,0
O,28,2020,1,3,700,12.39,12.99,12.73,90.9,96,93.1,13.5,13.81,13.68,1.79,3.84,603,0.33,216.8,73.23,0,0
O,28,2020,1,3,800,12.59,13.33,12.95,88.7,92.9,91.3,13.48,13.85,13.62,1.46,2.67,734,0.38,341.5,69.78,2.36,0
O,28,2020,1,3,900,12.66,13.4,12.93,90.2,98,95,13.8,14.49,14.15,1.23,2.14,850,0.5,16.71,62.28,22.25,0.49
O,28,2020,1,3,1000,12.72,13.2,12.94,95.4,98.4,97.3,14.34,14.64,14.51,1.3,2.2,930,0.68,6,55.96,44.18,1.57
O,28,2020,1,3,1100,12.31,12.86,12.54,98.3,100,99.3,14.28,14.61,14.43,1.19,2.44,1032,0.67,23.9,53.63,30.02,0.49
O,28,2020,1,3,1200,12.38,13.26,12.69,100,100,100,14.37,15.23,14.67,0.89,1.66,1121,0.66,4.94,41.26,144.5,7.27
O,28,2020,1,3,1300,12.79,13.33,13.05,99.9,100,100,14.75,15.31,15.02,0.71,1.46,1207,0.27,126.5,63.44,121.1,6.39
O,28,2020,1,3,1400,12.65,13.19,12.95,100,100,100,14.63,15.17,14.92,1.25,2.3,1322,0.26,45.1,72.08,97.6,5.3
O,28,2020,1,3,1500,12.38,13.19,12.6,94,100,98,13.51,15.16,14.29,1.16,2.87,1415,0.73,18.16,49.2,151.2,7.66
O,28,2020,1,3,1600,11.57,12.45,12.1,87.8,98.1,94.2,12.01,14.17,13.3,1.1,2.79,1550,0.52,351.8,58.91,92.7,5.11
O,28,2020,1,3,1700,10.49,11.57,10.95,91.1,98.3,95.7,12.14,12.82,12.51,0.96,2.55,1611,0.36,4.14,64.15,32.85,0.59
O,28,2020,1,3,1800,10.02,10.63,10.3,95.2,98,96.9,11.8,12.49,12.13,0.61,1.53,1745,0.19,356.8,67.12,3.74,0
O,28,2020,1,3,1900,9.61,10.08,9.88,94.8,98.5,96.8,11.49,12.15,11.77,0.79,1.3,1810,0.66,253.8,32.92,0,0
O,28,2020,1,3,2000,9.61,10.49,9.88,86.6,97.9,94,10.98,11.75,11.43,0.94,2.53,1926,0.43,279.9,59.83,0,0
O,28,2020,1,3,2100,9.61,10.63,10.2,83.1,93.8,88.9,10.63,11.27,11.05,0.8,1.46,2028,0.38,239.6,58.35,0,0
O,28,2020,1,3,2200,9.2,9.81,9.46,91.8,98.1,96,11.11,11.56,11.37,0.81,1.66,2147,0.51,356.9,48.96,0,0
O,28,2020,1,3,2300,9.14,9.27,9.21,97.2,99.4,98.3,11.36,11.53,11.44,0.68,1.57,2248,0.12,351,73.5,0,0
O,28,2020,1,3,2400,8.6,9.14,8.81,99.4,100,99.7,11.14,11.52,11.29,1,1.9,2400,0.87,27.86,28.89,0,0
O,28,2020,1,4,100,8.39,8.66,8.47,100,100,100,11.01,11.23,11.07,1.12,2.65,9,0.95,32.86,32.03,0,0
O,28,2020,1,4,200,8.26,8.39,8.31,100,100,100,10.91,11.01,10.96,1.09,2.16,108,0.66,12.68,51.12,0,0
O,28,2020,1,4,300,8.26,8.39,8.29,100,100,100,10.91,11.01,10.94,0.97,2.24,233,0.42,8.92,60.79,0,0
O,28,2020,1,4,400,8.26,8.39,8.3,100,100,100,10.91,11.02,10.94,1.15,2.01,313,0.52,32.21,59.92,0,0
O,28,2020,1,4,500,8.19,8.32,8.24,100,100,100,10.86,10.97,10.9,1.21,2.53,428,0.95,20.85,37.66,0,0
O,28,2020,1,4,600,8.12,8.26,8.15,100,100,100,10.81,10.91,10.83,1.01,2.09,535,0.31,12.42,67.52,0,0
O,28,2020,1,4,700,7.65,8.19,7.98,100,100,100,10.47,10.87,10.71,1.15,2.53,613,0.47,45.18,62.37,0,0
O,28,2020,1,4,800,6.97,7.72,7.29,94,100,98.5,9.39,10.52,10.06,1.28,2.93,754,0.48,69.36,63.96,3.06,0
O,28,2020,1,4,900,6.97,7.24,7.11,90.2,96,93.5,9.11,9.7,9.43,1.5,4.02,822,0.6,96.8,62.86,22.34,0.98
O,28,2020,1,4,1000,6.84,7.31,7.03,93.5,99.3,97.6,9.3,10.11,9.79,1.72,5.85,921,0.91,44.79,55.49,155.3,8.74
O,28,2020,1,4,1100,6.7,7.85,7.06,89.6,99.7,96,9.04,10.54,9.66,1.39,2.66,1034,0.76,49.66,54.73,212.4,11.4
O,28,2020,1,4,1200,5.35,7.65,6.42,91.8,100,96.6,8.54,10.44,9.3,1.68,4.07,1126,0.99,35.34,51.98,201,10.41
O,28,2020,1,4,1300,4.4,5.62,4.92,86.8,98.3,93.5,7.45,8.94,8.12,1.72,3.65,1226,1.23,38.15,43.29,222.8,11.59
O,28,2020,1,4,1400,4.33,5.21,4.83,70.39,93.5,79.64,5.95,8.24,6.87,2.14,3.07,1333,1.81,37.85,31.88,437.9,25.35
O,28,2020,1,4,1500,3.38,5.08,4.16,66.87,80.3,72.36,5.46,6.94,5.95,2.13,4.26,1444,1.89,26.86,27.37,328.3,17.39
O,28,2020,1,4,1600,1.49,3.38,2.54,67.95,82.9,75.37,4.96,6.33,5.53,2.39,5.47,1545,2,26.46,32.75,95.1,5.89
O,28,2020,1,4,1700,-0.2,1.42,0.36,73.98,87.1,81.2,4.77,5.36,5.09,1.38,3.41,1609,1.05,26.86,39.8,44.74,3.05
O,28,2020,1,4,1800,-1.75,-0.12,-0.89,75.22,99.7,89.1,4.51,5.44,5.09,0.28,0.28,1701,0.17,25.6,50.42,7.74,0.2
O,28,2020,1,4,1900,-2.49,-1.75,-2.16,95.1,99.1,97,4.88,5.33,5.06,0.28,0.28,1801,0.2,30.63,44.67,0.26,0
O,28,2020,1,4,2000,-3.43,-2.42,-2.9,95.6,98.9,97.9,4.53,4.99,4.83,0.28,0.28,1901,0.23,27.09,32.75,0.24,0
O,28,2020,1,4,2100,-3.7,-3.23,-3.54,90.2,97.2,93.8,4.21,4.67,4.41,0.28,0.28,2001,0.23,24.2,33.87,0.03,0
O,28,2020,1,4,2200,-3.84,-3.57,-3.76,84.3,90.3,86.9,3.88,4.22,4.02,0.28,0.28,2101,0.25,18.7,26.76,0.13,0
O,28,2020,1,4,2300,-3.84,-3.64,-3.74,83,86.3,84.5,3.84,3.99,3.92,0.28,0.28,2201,0.26,13.6,21.21,0.08,0
O,28,2020,1,4,2400,-3.91,-3.64,-3.76,84.4,89.3,86.4,3.92,4.09,4,0.28,0.28,2301,0.25,16.03,25.51,0.07,0
O,28,2020,1,5,100,-3.91,-3.64,-3.72,85.4,89.3,87.1,3.97,4.13,4.05,0.28,0.28,1,0.26,23.9,21.85,0.09,0
O,28,2020,1,5,200,-3.84,-3.7,-3.79,84.6,88,86.1,3.93,4.05,3.98,0.28,0.28,101,0.27,21.49,16.52,0,0
O,28,2020,1,5,300,-4.25,-3.77,-4.03,83.8,89.5,86.8,3.88,4.03,3.93,0.28,0.28,201,0.26,22.25,20.75,0,0
O,28,2020,1,5,400,-4.52,-3.02,-3.93,76.19,89.7,84.6,3.73,3.94,3.86,0.28,0.28,301,0.26,25.23,24.29,0,0
O,28,2020,1,5,500,-4.71,-4.31,-4.53,87.1,90.7,88.6,3.83,3.96,3.87,0.28,0.28,401,0.24,0.67,31.42,0.04,0
O,28,2020,1,5,600,-4.58,-4.1,-4.39,82.8,88.3,85.7,3.71,3.86,3.78,0.28,0.28,501,0.22,356.9,37.04,0.04,0
O,28,2020,1,5,700,-4.98,-4.17,-4.6,82.3,93.6,88.5,3.68,3.97,3.84,0.28,0.28,601,0.22,237.4,36.07,0.05,0
O,28,2020,1,5,800,-5.11,-3.56,-4.68,76,94.7,88,3.51,3.98,3.79,0.28,0.28,701,0.08,268.4,68.53,10.69,1.18
O,28,2020,1,5,900,-3.56,-1.81,-2.57,76.54,85.1,81.6,3.64,4.52,4.13,0.42,1.08,900,0.14,122.1,65.86,149.7,7.86
O,28,2020,1,5,1000,-2.49,-1.13,-1.71,77.32,84.2,81,4.15,4.6,4.37,1.13,1.93,926,0.89,56.93,37.68,329.4,17.1
O,28,2020,1,5,1100,-1.14,0.62,-0.41,69.8,82.5,75.36,4.24,4.87,4.47,1.09,1.66,1004,0.76,87.6,44.35,527.1,22.6
O,28,2020,1,5,1200,0.69,2.45,1.81,63.16,73.73,66.99,4.41,5,4.66,1.14,1.74,1135,0.73,100.7,48.29,976,35.28
O,28,2020,1,5,1300,1.84,3.52,2.84,59.63,69.11,64.87,4.49,5.38,4.86,1.22,1.73,1241,0.88,89.2,42.35,812,35.07
O,28,2020,1,5,1400,2.71,3.45,3.04,54.42,66.33,61.15,4.22,5.1,4.65,1.35,2.22,1304,1.23,38.47,24.14,466.2,28.69
O,28,2020,1,5,1500,3.05,3.79,3.38,50.97,59.49,55.3,4.01,4.7,4.3,0.96,1.53,1408,0.85,23.88,26.94,397.9,14.93
O,28,2020,1,5,1600,3.05,3.72,3.36,37.97,55.91,49.27,3.03,4.37,3.82,0.89,2.09,1548,0.66,28.65,41.26,72.61,6.19
O,28,2020,1,5,1700,3.26,3.73,3.54,39.2,47.59,42.49,3.09,3.71,3.34,0.76,1.61,1648,0.52,10.12,45.41,39.96,0
O,28,2020,1,5,1800,2.79,3.8,3.23,36.76,49.96,42.81,2.89,3.73,3.29,1.16,2.97,1716,0.55,2.31,58.53,11.26,0
O,28,2020,1,5,1900,2.11,3.53,2.84,31.48,49.97,42.46,2.46,3.68,3.17,1.35,2.51,1808,0.73,355.6,54.63,0,0
O,28,2020,1,5,2000,3.06,3.81,3.32,39.54,48.61,44.09,3.13,3.71,3.42,1.02,1.76,1933,0.25,237.7,70.51,0,0
O,28,2020,1,5,2100,3.4,4.55,3.94,41.84,48.48,44.45,3.45,3.94,3.6,1.1,3.09,2037,0.18,221.6,74.04,0,0
O,28,2020,1,5,2200,3.67,4.21,3.97,44.14,54.77,49.11,3.6,4.43,3.98,0.93,1.76,2130,0.17,349.5,73.14,0,0
O,28,2020,1,5,2300,3.87,5.36,4.61,48.75,58.97,52.95,4.22,4.83,4.49,1.57,2.94,2239,1.19,39.23,39.85,0,0
O,28,2020,1,5,2400,3.13,4.28,3.69,56.94,64.73,60.73,4.68,4.95,4.83,1.66,2.94,2347,1.54,13.12,21.62,0,0
O,28,2020,1,6,100,2.79,3.53,3.04,62.97,68.65,65.88,4.87,5.13,5,2.53,4.99,55,2.31,14.15,23.72,0,0
O,28,2020,1,6,200,2.32,2.93,2.62,67.84,74.07,71.48,5.11,5.42,5.27,3.15,4.22,132,2.94,10.2,21,0,0
O,28,2020,1,6,300,1.84,2.59,2.15,73.73,80,77.43,5.42,5.63,5.52,2.75,4.07,255,2.36,14.63,30.4,0,0
O,28,2020,1,6,400,1.64,2.05,1.83,79.28,82.1,80.9,5.59,5.68,5.64,3.37,4.52,303,3.24,14.97,16.16,0.11,0
O,28,2020,1,6,500,1.37,1.91,1.64,81.2,83,82.1,5.58,5.69,5.64,3.26,4.38,422,3.17,11.65,13.7,0,0
O,28,2020,1,6,600,0.62,1.57,1.28,80.2,84.5,82.1,5.4,5.6,5.5,1.8,2.82,502,1.72,19.51,17.07,0.03,0
O,28,2020,1,6,700,0.49,1.3,0.92,75.29,85.9,79.73,4.96,5.49,5.2,1.64,2.49,627,1.59,15.54,13.84,0,0
O,28,2020,1,6,800,1.03,2.66,1.7,59.79,75.83,68.73,4.42,4.99,4.73,1.97,2.99,735,1.85,12.72,19.47,10.5,1.08
O,28,2020,1,6,900,2.11,3.47,2.66,51.18,71.23,62.41,3.99,5.09,4.61,1.89,3.22,900,1.75,28.81,21.96,144,8.94
O,28,2020,1,6,1000,2.11,4.14,3.32,52.27,72.97,67.15,4.01,5.69,5.21,1.5,2.65,905,1,62.7,46.75,320.2,18.77
O,28,2020,1,6,1100,3.25,5.48,4.43,59.63,72.9,65.74,5.25,5.85,5.5,1.22,1.65,1031,0.97,86,36.83,515,21.51
O,28,2020,1,6,1200,5.08,7.72,6.28,50.08,65.31,57.1,5.15,5.82,5.43,1.42,2.18,1103,0.99,85.9,44.6,983,35.46
O,28,2020,1,6,1300,7.11,8.26,7.68,43.65,53.06,47.92,4.6,5.5,5.02,1.31,2.01,1234,0.82,92.5,49.28,822,35.76
O,28,2020,1,6,1400,7.38,8.73,8.07,38.85,47.78,43.02,4.21,5.11,4.63,1.34,1.76,1326,0.92,95.5,45.39,457.7,29.27
O,28,2020,1,6,1500,7.24,8.66,8.01,37.16,47.65,40.36,4.01,5.34,4.33,1.05,1.78,1423,0.52,91.8,57.44,390.5,14.54
O,28,2020,1,6,1600,6.97,8.12,7.43,38.58,47.65,41.03,3.93,5.15,4.23,0.62,1.44,1506,0.23,234.5,64.37,74.1,6.98
O,28,2020,1,6,1700,7.04,7.72,7.39,38.85,44.47,40.26,3.94,4.61,4.14,1.08,2.48,1628,0.72,236,46.26,41.48,0
O,28,2020,1,6,1800,5.89,7.65,6.74,36.28,44.54,40.94,3.44,4.21,4.03,1.25,2.14,1758,0.58,318.3,59.27,11.52,0
O,28,2020,1,6,1900,5.22,6.63,5.73,30.25,41.36,38.55,2.95,3.77,3.53,0.91,2,1822,0.61,234,46.91,0,0
O,28,2020,1,6,2000,4.34,6.1,5.31,42.04,49.01,45.71,3.69,4.56,4.08,2.01,3.15,1959,1.9,213.1,18.8,0,0
O,28,2020,1,6,2100,5.22,6.1,5.77,47.86,55.17,51.76,4.5,4.95,4.76,1.97,3.33,2025,1.73,209.5,28.73,0,0
O,28,2020,1,6,2200,5.15,5.42,5.29,52.6,58.42,54.93,4.7,5.17,4.88,0.78,1.41,2137,0.33,340,61.42,0,0
O,28,2020,1,6,2300,4.81,5.36,5.07,57.88,63.5,61.04,5.1,5.52,5.35,0.7,1.57,2231,0.51,347.7,41.79,0,0
O,28,2020,1,6,2400,4.61,5.22,4.85,63.3,71.76,66.38,5.46,6.32,5.73,1.16,2.85,2355,0.71,213.3,50.78,0,0
O,28,2020,1,7,100,5.09,5.63,5.38,70.68,77.85,75.03,6.26,7.04,6.72,1.3,2.85,57,0.71,204.9,54.68,0,0
O,28,2020,1,7,200,5.42,5.69,5.58,76.36,81.2,78.43,6.92,7.4,7.12,1.48,3.31,200,0.76,188.9,56.32,0,0
O,28,2020,1,7,300,5.08,5.97,5.46,76.83,84.1,80.8,6.77,7.71,7.28,3.25,4.72,236,3.08,200.9,18.05,0,0
O,28,2020,1,7,400,4.88,6.03,5.4,81.4,95.2,88.3,7.62,8.25,7.9,3.53,5.15,313,3.25,187.7,23.07,0,0
O,28,2020,1,7,500,4.68,5.02,4.82,94.2,98.8,96.7,8.14,8.46,8.32,3.98,5.84,429,3.63,187,24.14,0,0
O,28,2020,1,7,600,4.68,5.15,4.99,98.3,99.5,98.9,8.44,8.72,8.62,2.39,4.71,520,1.61,180.6,46.19,0,0
O,28,2020,1,7,700,5.01,5.62,5.32,95.2,99.6,98.2,8.67,8.87,8.75,2.15,4.58,622,1.51,50.85,44.28,0,0
O,28,2020,1,7,800,4.88,5.49,5.23,89.1,98.3,95.3,7.86,8.79,8.44,2.18,3.54,744,1,48.41,59.7,0.95,0
O,28,2020,1,7,900,4.54,5.02,4.77,88.7,96.1,92.6,7.64,8.27,7.95,1.75,3.98,807,0.44,46.63,70.2,42.16,2.65
O,28,2020,1,7,1000,3.59,4.88,4.23,90.8,97.1,94.2,7.33,8.11,7.78,1.84,3.54,945,0.61,24.57,66.12,79.23,4.32
O,28,2020,1,7,1100,2.65,4.06,3.12,85.4,94.8,90.5,6.34,7.68,6.92,2.36,3.74,1055,2.05,25.68,29.25,148,8.25
O,28,2020,1,7,1200,2.65,3.53,3.03,73.31,92.2,81.7,5.63,7.08,6.2,2.21,3.9,1136,1.89,37.39,31.21,519.5,20.34
O,28,2020,1,7,1300,3.25,4.27,3.66,66.33,78.18,73.36,5.16,6.26,5.82,2.15,3.42,1201,1.96,36.53,23.82,613.9,27.31
O,28,2020,1,7,1400,2.91,3.79,3.21,62,76.01,68.33,4.8,5.83,5.25,2.09,3.29,1356,1.83,34.88,28.68,382.8,22.89
O,28,2020,1,7,1500,2.78,3.25,3.04,56.04,69.24,60.91,4.26,5.26,4.63,2.04,3.21,1409,1.94,32.39,18.09,371.5,13.36
O,28,2020,1,7,1600,1.9,3.12,2.57,51.92,69.31,58.97,3.81,4.88,4.33,1.38,2.69,1511,1.22,13.43,27.68,72.81,7.47
O,28,2020,1,7,1700,1.3,2.17,1.79,51.39,63.3,56.94,3.55,4.35,3.96,1.08,1.86,1644,0.83,2.14,38.54,41.95,0.1
O,28,2020,1,7,1800,0.76,1.77,1.38,49.9,63.17,54.96,3.46,4.24,3.7,1.16,2.06,1743,0.96,14.17,33.39,12.09,0
O,28,2020,1,7,1900,0.22,0.9,0.61,54.3,62.76,58.59,3.52,3.92,3.74,1.83,3.54,1855,1.65,17.69,25.52,0.09,0
O,28,2020,1,7,2000,0.22,0.76,0.5,55.05,63.92,59.24,3.55,4.01,3.75,2.57,4.5,1953,2.4,12.73,20.99,0,0
O,28,2020,1,7,2100,-0.19,0.63,0.15,60.13,67.38,64.19,3.81,4.08,3.96,2.71,4.7,2016,2.22,22.05,34.56,0,0
O,28,2020,1,7,2200,-0.59,0.02,-0.28,60.94,65.68,63.48,3.6,3.98,3.8,3.47,5.61,2139,3.26,12.17,20.05,0.04,0
O,28,2020,1,7,2300,-0.93,-0.39,-0.64,57.83,61.76,59.43,3.36,3.63,3.47,2.34,3.71,2207,2.12,1.71,24.74,0,0
O,28,2020,1,7,2400,-1,-0.32,-0.74,49.7,61.08,56.02,2.95,3.5,3.24,1.71,2.44,2306,1.36,340.5,36.82,0,0
O,28,2020,1,8,100,-1,0.02,-0.32,43.61,60.06,50.42,2.67,3.41,3.01,1.36,2.13,2,0.78,330.4,52.85,0,0
O,28,2020,1,8,200,-1.06,-0.73,-0.9,53.02,62.3,58.34,3.04,3.54,3.34,1.72,2.41,159,0.93,313.4,54.88,0,0
O,28,2020,1,8,300,-0.86,-0.05,-0.38,38.06,53.56,45.32,2.31,3.07,2.69,1.75,2.49,236,1.48,332.1,31.96,0.11,0
O,28,2020,1,8,400,-0.39,0.56,0.16,32.77,41.98,37.23,2.07,2.52,2.3,1.61,2.97,349,1.38,354.2,30.1,0.11,0
O,28,2020,1,8,500,-0.45,0.63,0.17,31.49,43.47,36.28,2.01,2.61,2.24,1.83,2.94,458,1.61,2.91,28.18,0,0
O,28,2020,1,8,600,0.09,0.97,0.6,27.49,35.01,30.67,1.78,2.16,1.96,1.97,3.47,532,1.7,29.98,29.8,0,0
O,28,2020,1,8,700,0.22,0.77,0.44,28.98,34.81,31.64,1.87,2.18,2,1.58,4.16,625,1.11,26.67,44.11,0,0
O,28,2020,1,8,800,0.22,1.04,0.69,27.7,36.03,31.43,1.79,2.34,2.02,2.13,3.74,746,1.81,29.89,31.36,11.07,1.18
O,28,2020,1,8,900,0.77,2.65,1.75,35.14,43.06,37.93,2.31,3.12,2.63,1.83,3.84,813,1.35,32.22,41.34,149.1,8.75
