site,cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
,28,2023,1,6,300,-0.47,0.1,-0.19,60.02,63.3,62.03,3.63,3.82,3.74,0.96,1.98,231,0.21,331,71.56,-0.08,0.04
,28,2023,1,6,400,-0.78,-0.31,-0.61,61.71,66.49,64.32,3.64,3.84,3.76,1.11,2.49,334,0.66,6.02,51.71,0.03,0.04
,28,2023,1,6,500,-1.32,-0.58,-0.93,65.1,73.02,68.34,3.81,4.05,3.9,1.54,2.68,422,1.37,15.6,26.91,-0.01,0.03
,28,2023,1,6,600,-1.39,-1.05,-1.22,69.36,73.26,70.87,3.89,4.06,3.96,1.3,2.48,530,1.06,22.11,34.78,0.01,0.04
,28,2023,1,6,700,-1.59,-0.78,-1.14,66.93,73.36,70.16,3.86,4.01,3.94,1.71,2.54,624,1.5,23.7,28.39,-0.05,0.04
,28,2023,1,6,800,-1.53,-0.71,-1.25,67.4,72.68,70.5,3.89,4,3.93,1.61,2.74,703,1.35,3.16,32.35,8.42,0.64
,28,2023,1,6,900,-0.64,0.84,-0.01,61.77,69.23,65.57,3.91,4.14,4,2.18,3.61,856,2.07,13.5,18.12,121.6,6.48
,28,2023,1,6,1000,0.64,2.26,1.32,57.77,63.39,61.35,3.92,4.44,4.12,3.01,4.46,924,2.84,20.28,19.38,254.4,12.8
,28,2023,1,6,1100,2.26,3.68,3,54.78,61.35,57.97,4.14,4.75,4.39,1.73,3.28,1018,1.12,87,48.01,498.3,18.73
,28,2023,1,6,1200,2.8,5.16,3.83,53.55,62.43,57.15,4.34,5.05,4.59,1.33,2.16,1152,1,109.6,40.36,942,32.98
,28,2023,1,6,1300,4.62,5.9,5.07,51.39,56.6,53.97,4.52,5.01,4.73,1.46,2.28,1256,0.92,82.9,49.31,754,34.47
,28,2023,1,6,1400,5.43,6.31,5.9,46.48,55.11,51.7,4.27,5.19,4.8,1.54,3.64,1330,1.16,66.23,40.34,399.9,30.94
,28,2023,1,6,1500,5.36,6.04,5.62,45.9,52.81,49.07,4.14,4.94,4.47,1.49,2.18,1438,1.05,24.63,44.18,355.4,9.5
,28,2023,1,6,1600,4.31,5.57,4.95,46.92,57.68,52.67,4.23,4.83,4.57,1.38,2.52,1518,1.07,357.8,38.24,69.8,5.77
,28,2023,1,6,1700,3.94,4.41,4.09,56.33,59.78,58.19,4.58,4.88,4.76,1.22,3.04,1602,0.98,322.6,35.95,42.09,1.12
,28,2023,1,6,1800,3.34,4.08,3.84,54.58,59.05,56.74,4.44,4.78,4.56,0.78,1.59,1712,0.64,307.5,33.68,16.79,0.6
,28,2023,1,6,1900,2.53,3.34,2.99,56,60.82,58.41,4.28,4.55,4.42,0.78,1.33,1848,0.69,336.3,28.81,0,0.05
,28,2023,1,6,2000,2.4,2.67,2.55,51.27,59.9,53.67,3.77,4.39,3.94,1.15,1.84,1950,0.98,350,30.8,-0.01,0.05
,28,2023,1,6,2100,2.36,3.01,2.6,46.53,51.95,49.63,3.49,3.81,3.65,1.58,2.02,2059,1.5,8.04,18.61,-0.05,0.06
,28,2023,1,6,2200,1.18,2.87,2.19,46.26,62.17,51.7,3.43,4.22,3.69,1.32,2.1,2112,1.18,16.48,26.28,0,0.06
,28,2023,1,6,2300,0.84,2.4,1.48,47.88,64.34,57.44,3.45,4.25,3.89,0.9,1.96,2248,0.59,8.39,47.47,0.01,0.04
,28,2023,1,6,2400,0.91,1.89,1.2,50.59,63.05,58.16,3.53,4.11,3.87,0.63,1.55,2329,0.11,350.2,73.42,0.01,0.03
,28,2023,1,7,100,0.84,1.25,1.04,55.03,59.13,57.37,3.66,3.89,3.78,0.45,1.05,12,0.29,221.2,48.25,0.11,0.04
,28,2023,1,7,200,0.98,4.02,2.05,37.59,56.22,48.74,3.05,3.77,3.43,1.31,3.21,137,1.12,14.87,31.02,0.12,0.06
,28,2023,1,7,300,0.57,2.81,0.95,48.36,61.12,58.15,3.61,3.89,3.8,0.66,1.67,206,0.27,214.8,62.1,-0.07,0.05
,28,2023,1,7,400,0.5,1.18,0.79,54.05,61.23,56.87,3.49,3.9,3.68,0.84,1.73,344,0.75,223,26.27,0.05,0.05
,28,2023,1,7,500,0.57,1.18,0.78,54.66,62.58,59.49,3.64,4.01,3.84,1.34,2.3,419,1.29,218.8,16.31,0.01,0.06
,28,2023,1,7,600,0.57,0.91,0.75,59.71,63.03,61.3,3.85,4.03,3.95,1.16,2.16,510,1.08,227.6,21.82,-0.05,0.04
,28,2023,1,7,700,0.64,1.05,0.85,56.42,62.65,60.47,3.7,4.05,3.93,0.84,1.41,609,0.78,225.2,22.31,-0.08,0.04
,28,2023,1,7,800,0.91,3.08,1.7,38.74,62.51,52.32,2.87,4.09,3.6,0.79,1.96,713,0.2,262.8,70.19,4.17,0.23
,28,2023,1,7,900,1.18,3.21,2.08,39.49,60.14,51.45,3,4.06,3.64,0.7,1.98,855,0.27,223.9,63.53,54.23,2.26
,28,2023,1,7,1000,3.21,4.7,4.06,39.82,57.02,49.67,3.15,4.76,4.06,0.47,1.2,901,0.29,116.9,50.43,205.4,8.17
,28,2023,1,7,1100,4.01,4.89,4.46,48.04,56.47,52.11,4.09,4.86,4.37,0.95,1.6,1042,0.65,106.3,45.78,313.3,12.58
,28,2023,1,7,1200,3.26,4.14,3.82,51.73,80.1,60.03,4.23,6.21,4.8,0.59,1.21,1105,0.27,126.9,59.23,141.2,5.16
,28,2023,1,7,1300,2.65,3.6,3.09,74.88,87.9,82.4,5.81,6.78,6.28,0.75,1.84,1244,0.26,160,65.49,289.2,11.15
,28,2023,1,7,1400,1.78,3.13,2.55,79.76,94.5,86.7,5.85,6.82,6.36,0.79,1.61,1335,0.3,163.2,63.57,217.2,8.28
,28,2023,1,7,1500,1.37,1.98,1.64,92.2,99.3,96.6,6.25,6.95,6.64,0.8,1.68,1433,0.02,56.74,79.75,72.33,2.58
,28,2023,1,7,1600,1.65,3.41,2.59,98.1,99.9,99.5,6.8,7.79,7.33,0.76,2.04,1557,0.23,227.8,67.45,75.39,2.63
,28,2023,1,7,1700,1.88,3.14,2.42,99,100.1,99.8,6.95,7.64,7.25,0.85,1.52,1622,0.56,215.9,47.3,43.54,1.5
,28,2023,1,7,1800,1.98,4.9,3.68,97.8,99.9,99.5,7,8.59,7.92,1.04,2.01,1749,0.52,218.1,57.21,3.75,0.02
,28,2023,1,7,1900,4.42,6.05,5.52,95.3,99.9,97.5,8.22,9.12,8.81,1.41,2.9,1850,0.2,146.5,75.14,0,-0.11
,28,2023,1,7,2000,3.81,5.3,4.61,93.7,99.6,97.5,7.74,8.74,8.28,1.18,2.37,1946,0.7,184.5,51.73,0,-0.12
,28,2023,1,7,2100,4.29,5.23,4.67,95.5,98.2,96.7,7.99,8.56,8.24,1.07,2.17,2001,0.63,189.6,52.11,0,-0.1
,28,2023,1,7,2200,4.9,5.84,5.23,85.2,98.1,94.2,7.84,8.61,8.34,0.92,1.64,2147,0.48,211.8,56.33,0,-0.11
,28,2023,1,7,2300,5.44,6.11,5.73,82.1,91.3,87.7,7.65,8.35,8.04,0.85,1.76,2300,0.28,330.9,66.62,0,-0.08
,28,2023,1,7,2400,5.17,6.05,5.76,86.1,92.8,90.4,7.96,8.62,8.3,1.2,1.77,2319,0.86,327.9,43.49,0,-0.08
,28,2023,1,8,100,6.04,6.59,6.25,82.4,92.6,89.1,8.02,8.68,8.47,0.85,2.54,49,0.41,192.9,58.66,0,-0.01
,28,2023,1,8,200,6.11,7.19,6.69,73.19,87.1,80.2,7.36,8.31,7.86,1.2,3.42,137,0.75,188.5,49.72,0,0.06
,28,2023,1,8,300,6.82,7.19,7.04,70.14,77.69,73.57,7.1,7.73,7.39,2.03,3.48,248,1.92,182.4,19.38,0,0.07
,28,2023,1,8,400,6.68,7.26,7.01,68.86,76.91,72.67,6.99,7.55,7.28,1.31,2.32,301,0.98,189.1,40.34,0,-0.02
,28,2023,1,8,500,4.89,6.72,5.7,72.92,96.3,86.2,7.16,8.37,7.87,0.78,1.55,456,0.16,178.2,71.96,0,-0.1
,28,2023,1,8,600,4.62,5.03,4.82,96.1,98.7,97.5,8.24,8.46,8.39,0.81,1.61,544,0.44,327.6,54.86,0,-0.09
,28,2023,1,8,700,4.56,5.23,4.87,89.5,99.4,94.5,7.78,8.52,8.17,0.95,2.26,628,0.43,203.9,60.02,0,-0.1
,28,2023,1,8,800,4.22,4.9,4.56,91.6,98.5,95.1,7.84,8.48,8.04,1.58,2.78,718,0.95,182.7,51.15,0.91,-0.03
