year,month,day,flow,comments
2013,11,1,2.97
2013,11,2,2.12
2013,11,3,2.03
2013,11,4,1.99
2013,11,5,1.82
2013,11,6,1.73
2013,11,7,1.80
2013,11,8,1.64
2013,11,9,1.63
2013,11,10,1.61
2013,11,11,1.59
2013,11,12,1.56
2013,11,13,1.53
2013,11,14,1.55
2013,11,15,1.90
2013,11,16,1.80
2013,11,17,2.11
2013,11,18,2.13
2013,11,19,1.81
2013,11,20,1.70
2013,11,21,1.68
2013,11,22,1.77
2013,11,23,1.75
2013,11,24,1.63
2013,11,25,1.59
2013,11,26,9.33
2013,11,27,4.77
2013,11,28,3.21
2013,11,29,2.76
2013,11,30,2.51
2013,12,1,2.42
2013,12,2,2.34
2013,12,3,2.25
2013,12,4,2.19
2013,12,5,2.66
2013,12,6,4.32
2013,12,7,3.59
2013,12,8,3.35
2013,12,9,8.76
2013,12,10,6.31
2013,12,11,4.87
2013,12,12,4.14
2013,12,13,3.82
2013,12,14,4.69
2013,12,15,4.05
2013,12,16,3.66
2013,12,17,3.46
2013,12,18,3.28
2013,12,19,3.10
2013,12,20,3.05
2013,12,21,3.52
2013,12,22,15.38
2013,12,23,14.71
2013,12,24,8.44
2013,12,25,6.83
2013,12,26,6.06
2013,12,27,5.57
2013,12,28,5.38
2013,12,29,6.68
2013,12,30,5.53
2013,12,31,5.05
2014,1,1,4.93
2014,1,2,5.37
2014,1,3,4.92
2014,1,4,4.70
2014,1,5,4.63
2014,1,6,4.70
2014,1,7,4.39
2014,1,8,4.34
2014,1,9,4.29
2014,1,10,4.88
2014,1,11,9.92
2014,1,12,7.07
2014,1,13,6.22
2014,1,14,6.21
2014,1,15,5.69
2014,1,16,5.46
2014,1,17,5.31
2014,1,18,5.11
2014,1,19,5.05
2014,1,20,4.92
2014,1,21,4.89
2014,1,22,4.81
2014,1,23,4.62
2014,1,24,4.53
2014,1,25,4.63
2014,1,26,4.57
2014,1,27,4.50
2014,1,28,4.44
2014,1,29,4.37
2014,1,30,4.30
2014,1,31,4.30
2014,2,1,4.30
2014,2,2,4.31
2014,2,3,6.58
2014,2,4,5.00
2014,2,5,5.40
2014,2,6,4.90
2014,2,7,4.70
2014,2,8,4.57
2014,2,9,4.47
2014,2,10,4.39
2014,2,11,4.34
2014,2,12,4.38
2014,2,13,4.31
